Dziennik,Data,Wpis,Liczba
3TRM,2021-06-17,obecność,1
3TRM,2020-11-13,nieob. uspraw.,6
3TRM,2021-04-26,nieob. uspraw.,7
3TRM,2021-05-07,nieob. uspraw.,7
3TRM,2020-11-10,nieob. uspraw.,7
3TRM,2021-03-04,spóźnienie,1
3TRM,2021-05-19,nieobecność,8
3TRM,2021-06-11,obecność,5
3TRM,2021-06-18,obecność,1
3TRM,2020-09-29,nieob. uspr. p.s.,1
3TRM,2021-03-09,spóźnienie,1
3TRM,2021-03-17,nieob. uspraw.,8
3TRM,2021-05-10,spóźnienie,1
3TRM,2021-05-24,spóźnienie,1
3TRM,2020-10-01,nieob. uspr. p.s.,2
3TRM,2020-12-10,spóźnienie,1
3TRM,2021-02-02,nieob. uspraw.,5
3TŻ,2020-09-01,obecność,140
3TŻ,2020-09-02,obecność,152
3TŻ,2020-09-03,obecność,126
3TŻ,2020-09-04,obecność,110
3TŻ,2020-09-21,nieob. uspraw.,28
3TŻ,2020-09-22,obecność,136
3TŻ,2020-09-23,obecność,112
3TŻ,2020-09-24,nieob. uspraw.,7
3TŻ,2020-09-25,obecność,92
3TŻ,2020-09-28,obecność,79
3TŻ,2020-09-29,nieob. uspraw.,16
3TŻ,2020-09-30,obecność,87
3TŻ,2020-10-05,nieob. uspraw.,25
3TŻ,2020-10-06,nieob. uspraw.,20
3TŻ,2020-10-07,obecność,119
3TŻ,2020-10-08,obecność,116
3TŻ,2020-10-08,nieob. uspraw.,22
3TŻ,2020-10-09,obecność,110
3TŻ,2020-10-12,obecność,121
3TŻ,2020-10-12,nieob. uspr. p.s.,4
3TŻ,2020-10-13,obecność,139
3TŻ,2020-10-15,nieob. uspraw.,28
3TŻ,2020-10-16,obecność,80
3TŻ,2020-10-19,nauka zdalna,115
3TŻ,2020-10-20,nauka zdalna,123
3TŻ,2020-10-20,nieob. uspraw.,25
3TŻ,2020-10-21,nauka zdalna,136
3TŻ,2020-10-22,nauka zdalna,86
3TŻ,2020-10-22,nieobecność,4
3TŻ,2020-10-23,nauka zdalna,80
3TŻ,2020-10-23,nieobecność,4
3TŻ,2020-10-26,nauka zdalna,110
3TŻ,2020-10-27,nauka zdalna,139
3TŻ,2020-10-28,nieob. uspraw.,16
3TŻ,2020-10-29,nieob. uspraw.,15
3TŻ,2020-10-30,nieob. uspr. p.s.,4
3TŻ,2020-10-30,nauka zdalna,112
3TŻ,2020-11-02,nauka zdalna,131
3TŻ,2020-11-03,nauka zdalna,126
3TŻ,2020-11-04,nauka zdalna,144
3TŻ,2020-11-05,nauka zdalna,110
3TŻ,2020-11-06,nauka zdalna,88
3TŻ,2020-11-09,nauka zdalna,124
3TŻ,2020-11-10,nauka zdalna,118
3TŻ,2020-11-12,nieob. uspraw.,32
3TŻ,2020-11-13,nauka zdalna,72
3TŻ,2020-11-13,nieobecność,8
3TŻ,2020-11-16,nieob. uspraw.,31
3TŻ,2020-11-17,nieob. uspraw.,32
3TŻ,2020-11-18,nieob. uspraw.,33
3TŻ,2020-11-19,nauka zdalna,113
3TŻ,2020-11-20,nauka zdalna,109
3TŻ,2020-11-23,nieob. uspraw.,14
3TŻ,2020-11-24,nauka zdalna,134
3TŻ,2020-11-25,nieob. uspraw.,29
3TŻ,2020-11-26,nieob. uspraw.,12
3TŻ,2020-11-27,nauka zdalna,110
3TŻ,2020-11-27,nieob. uspraw.,9
3TŻ,2020-11-30,nauka zdalna,112
3TŻ,2020-12-01,nauka zdalna,148
3TŻ,2020-12-02,nauka zdalna,140
3TŻ,2020-12-03,nauka zdalna,113
3TŻ,2020-12-04,nauka zdalna,106
3TŻ,2020-12-07,nauka zdalna,108
3TŻ,2020-12-08,nieob. uspraw.,48
3TŻ,2020-12-08,nauka zdalna,112
3TŻ,2020-12-09,nauka zdalna,135
3TŻ,2020-12-10,spóźnienie,3
3TŻ,2020-12-10,nauka zdalna,118
3TŻ,2020-12-11,nauka zdalna,105
3TŻ,2020-12-14,nauka zdalna,122
3TŻ,2020-12-15,nauka zdalna,74
3TŻ,2020-12-16,nauka zdalna,139
3TŻ,2020-12-16,nieob. uspraw.,21
3TŻ,2020-12-17,nauka zdalna,123
3TŻ,2020-12-18,nauka zdalna,128
3TŻ,2020-12-21,nieob. uspraw.,20
3TŻ,2020-12-22,nauka zdalna,112
3TŻ,2021-01-18,nieob. uspraw.,23
3TŻ,2021-01-19,nauka zdalna,108
3TŻ,2021-01-20,nauka zdalna,151
3TŻ,2021-01-21,nauka zdalna,132
3TŻ,2021-01-22,nauka zdalna,141
3TŻ,2021-01-25,nauka zdalna,125
3TŻ,2021-01-25,nieob. uspraw.,15
3TŻ,2021-01-26,nauka zdalna,115
3TŻ,2021-01-27,nauka zdalna,113
3TŻ,2021-01-28,nauka zdalna,137
3TŻ,2021-01-29,nauka zdalna,135
3TŻ,2021-02-01,nauka zdalna,106
3TŻ,2021-02-01,nieob. uspraw.,14
3TŻ,2021-02-02,nauka zdalna,114
3TŻ,2021-02-03,nieob. uspraw.,28
3TŻ,2021-02-04,nauka zdalna,132
3TŻ,2021-02-05,nauka zdalna,107
3TŻ,2021-02-08,nauka zdalna,128
3TŻ,2021-02-09,nauka zdalna,115
3TŻ,2021-02-10,obecność,129
3TŻ,2021-02-11,nieob. uspraw.,13
3TŻ,2021-02-11,nauka zdalna,123
3TŻ,2021-02-12,nauka zdalna,146
3TŻ,2021-02-12,nieob. uspraw.,12
3TŻ,2021-02-15,nauka zdalna,113
3TŻ,2021-02-16,nauka zdalna,119
3TŻ,2021-02-17,obecność,116
3TŻ,2021-02-17,nieob. uspraw.,26
3TŻ,2021-02-18,nauka zdalna,136
3TŻ,2021-02-19,nauka zdalna,147
3TŻ,2021-02-22,nauka zdalna,120
3TŻ,2021-02-22,nieob. uspraw.,20
3TŻ,2021-02-23,nauka zdalna,101
3TŻ,2021-02-24,nauka zdalna,20
3TŻ,2021-02-24,nieob. uspraw.,59
3TŻ,2021-02-24,obecność,81
3TŻ,2021-02-25,nauka zdalna,108
3TŻ,2021-02-26,nieob. uspraw.,13
3TŻ,2021-02-26,nauka zdalna,139
3TŻ,2021-03-01,nauka zdalna,136
3TŻ,2021-03-02,nauka zdalna,105
3TŻ,2021-03-03,obecność,144
3TŻ,2021-03-04,nauka zdalna,108
3TŻ,2021-03-05,nauka zdalna,104
3TŻ,2021-03-05,nieobecność,16
3TŻ,2021-03-08,nauka zdalna,101
3TŻ,2021-03-09,nauka zdalna,96
3TŻ,2021-03-09,nieobecność,13
3TŻ,2021-03-10,nauka zdalna,23
3TŻ,2021-03-10,obecność,95
3TŻ,2021-03-10,nieob. uspraw.,17
3TŻ,2021-03-11,nauka zdalna,114
3TŻ,2021-03-12,nauka zdalna,142
3TŻ,2021-03-15,nauka zdalna,114
3TŻ,2021-03-16,nauka zdalna,112
3TŻ,2021-03-17,obecność,102
3TŻ,2021-03-17,nieob. uspraw.,38
3TŻ,2021-03-18,nieob. uspraw.,27
3TŻ,2021-03-18,nauka zdalna,111
3TŻ,2021-03-19,nauka zdalna,144
3TŻ,2021-03-22,nauka zdalna,128
3TŻ,2021-03-23,nauka zdalna,120
3TŻ,2021-03-24,nauka zdalna,143
3TŻ,2021-03-25,spóźnienie,4
3TŻ,2021-03-25,nauka zdalna,119
3TŻ,2021-03-25,nieobecność,9
3TŻ,2021-03-26,nieob. uspraw.,12
3TŻ,2021-03-29,nauka zdalna,129
3TŻ,2021-03-30,nauka zdalna,97
3TŻ,2021-03-31,nieobecność,63
3TŻ,2021-04-07,nieobecność,24
3TŻ,2021-04-08,nieobecność,16
3TŻ,2021-04-08,nauka zdalna,120
3TŻ,2021-04-09,spóźnienie,1
3TŻ,2021-04-09,nauka zdalna,134
3TŻ,2021-04-09,nieobecność,25
3TŻ,2021-04-12,nauka zdalna,123
3TŻ,2021-04-12,spóźnienie,5
3TŻ,2021-04-12,nieobecność,6
3TŻ,2021-04-13,nauka zdalna,111
3TŻ,2021-04-14,nieobecność,8
3TŻ,2021-04-14,nauka zdalna,127
3TŻ,2021-04-15,nauka zdalna,114
3TŻ,2021-04-15,spóźnienie,4
3TŻ,2021-04-15,nieobecność,7
3TŻ,2021-04-16,spóźnienie,4
3TŻ,2021-04-16,nauka zdalna,139
3TŻ,2021-04-19,nauka zdalna,120
3TŻ,2021-04-20,nauka zdalna,101
3TŻ,2021-04-21,nieob. uspraw.,65
3TŻ,2021-04-22,spóźnienie,5
3TŻ,2021-04-22,nauka zdalna,119
3TŻ,2021-04-23,nauka zdalna,127
3TŻ,2021-04-23,nieobecność,26
3TŻ,2021-04-26,nauka zdalna,116
3TŻ,2021-04-26,nieobecność,7
3TŻ,2021-04-27,nieob. uspraw.,32
3TŻ,2021-04-28,obecność,138
3TŻ,2021-04-29,nauka zdalna,118
3TŻ,2021-04-29,nieobecność,3
3TŻ,2021-04-30,nauka zdalna,142
3TŻ,2021-05-07,nieob. uspraw.,27
3TŻ,2021-05-07,nauka zdalna,132
3TŻ,2021-05-10,nauka zdalna,115
3TŻ,2021-05-10,nieob. uspraw.,25
3TŻ,2021-05-11,nauka zdalna,105
3TŻ,2021-05-11,nieob. uspraw.,35
3TŻ,2021-05-12,obecność,116
3TŻ,2021-05-13,nieob. uspraw.,10
3TŻ,2021-05-13,nauka zdalna,107
3TŻ,2021-05-14,nauka zdalna,141
3TŻ,2021-05-17,obecność,135
3TŻ,2021-05-17,nieob. uspraw.,2
3TŻ,2021-05-18,obecność,124
3TŻ,2021-05-19,obecność,142
3TŻ,2021-05-20,obecność,94
3TŻ,2021-05-21,nieob. uspraw.,42
3TŻ,2021-05-24,nauka zdalna,117
3TŻ,2021-05-24,nieob. uspraw.,22
3TŻ,2021-05-25,nauka zdalna,81
3TŻ,2021-05-26,nauka zdalna,148
3TŻ,2021-05-27,spóźnienie,3
3TŻ,2021-05-27,nauka zdalna,102
3TŻ,2021-05-28,nauka zdalna,91
3TŻ,2021-05-31,obecność,75
3TŻ,2021-05-31,nieob. uspraw.,18
3TŻ,2021-06-01,obecność,78
3TŻ,2021-06-01,nieob. uspraw.,20
3TŻ,2021-06-02,obecność,56
3TŻ,2021-06-07,obecność,92
3TŻ,2021-06-07,nieob. uspr. p.s.,3
3TŻ,2021-06-08,obecność,84
3TŻ,2021-06-09,obecność,98
3TŻ,2021-06-09,nieob. uspraw.,14
3TŻ,2021-06-10,obecność,80
3TŻ,2021-06-11,obecność,52
3TŻ,2021-06-11,spóźnienie,3
3TŻ,2021-06-14,obecność,61
3TŻ,2021-06-14,nieob. uspraw.,79
3TŻ,2021-06-15,nieob. uspraw.,94
3TŻ,2021-06-16,nieob. uspraw.,79
3TŻ,2021-06-17,nieob. uspraw.,150
3TŻ,2021-06-18,obecność,120
3TŻ,2021-06-21,obecność,101
3TŻ,2021-06-21,nieob. uspraw.,19
3TŻ,2021-06-23,obecność,160
3TŻ,2021-06-24,obecność,160
3TŻ,2021-06-25,obecność,120
3TŻ,2020-09-21,obecność,112
3TŻ,2020-09-22,nieob. uspraw.,24
3TŻ,2020-09-24,obecność,131
3TŻ,2020-09-29,obecność,119
3TŻ,2020-10-05,obecność,115
3TŻ,2020-10-06,obecność,136
3TŻ,2020-10-12,nieob. uspraw.,15
3TŻ,2020-10-15,obecność,109
3TŻ,2020-10-28,nauka zdalna,142
3TŻ,2020-10-29,nauka zdalna,112
3TŻ,2020-11-02,nieob. uspr. p.s.,4
3TŻ,2020-11-06,nieob. uspraw.,12
3TŻ,2020-11-12,nauka zdalna,103
3TŻ,2020-11-12,nieobecność,3
3TŻ,2020-11-16,nauka zdalna,109
3TŻ,2020-11-17,nauka zdalna,127
3TŻ,2020-11-18,nauka zdalna,127
3TŻ,2020-11-23,nauka zdalna,126
3TŻ,2020-11-25,nieobecność,1
3TŻ,2020-11-25,nauka zdalna,130
3TŻ,2020-11-26,nauka zdalna,126
3TŻ,2020-11-30,nieob. uspraw.,28
3TŻ,2020-12-11,nieob. uspraw.,15
3TŻ,2020-12-15,nieob. uspraw.,26
3TŻ,2020-12-21,nauka zdalna,78
3TŻ,2021-01-18,nauka zdalna,116
3TŻ,2021-01-22,nieob. uspraw.,19
3TŻ,2021-02-03,nauka zdalna,31
3TŻ,2021-02-03,obecność,100
3TŻ,2021-02-25,nieob. uspraw.,29
3TŻ,2021-03-26,nauka zdalna,141
3TŻ,2021-03-31,nauka zdalna,96
3TŻ,2021-04-07,nauka zdalna,135
3TŻ,2021-04-19,nieob. uspraw.,8
3TŻ,2021-04-21,nauka zdalna,45
3TŻ,2021-04-27,nauka zdalna,87
3TŻ,2021-05-21,obecność,115
3TŻ,2021-06-16,obecność,77
3TŻ,2021-06-16,nieobecność,4
3TŻ,2020-09-23,nieob. uspr. p.s.,11
3TŻ,2020-09-24,zwolniony,2
3TŻ,2020-10-01,obecność,81
3TŻ,2020-10-02,obecność,65
3TŻ,2020-10-08,zwolniony,1
3TŻ,2020-10-22,zwolniony,5
3TŻ,2020-10-29,zwolniony,5
3TŻ,2020-11-05,zwolniony,2
3TŻ,2020-11-12,zwolniony,2
3TŻ,2020-11-19,zwolniony,2
3TŻ,2020-11-26,zwolniony,2
3TŻ,2020-12-03,zwolniony,2
3TŻ,2020-12-10,zwolniony,2
3TŻ,2021-01-21,zwolniony,2
3TŻ,2021-01-28,zwolniony,2
3TŻ,2021-02-04,zwolniony,2
3TŻ,2021-02-11,zwolniony,1
3TŻ,2021-02-18,zwolniony,2
3TŻ,2021-02-25,zwolniony,2
3TŻ,2021-03-02,nieob. uspraw.,12
3TŻ,2021-03-03,nauka zdalna,8
3TŻ,2021-03-04,zwolniony,1
3TŻ,2021-03-11,zwolniony,2
3TŻ,2021-03-15,nieob. uspraw.,5
3TŻ,2021-03-18,zwolniony,2
3TŻ,2021-03-25,zwolniony,2
3TŻ,2021-04-08,zwolniony,2
3TŻ,2021-04-13,nieobecność,3
3TŻ,2021-04-15,zwolniony,2
3TŻ,2021-04-22,nieobecność,4
3TŻ,2021-04-22,zwolniony,2
3TŻ,2021-04-23,nieob. uspr. p.s.,7
3TŻ,2021-04-29,zwolniony,2
3TŻ,2021-05-13,zwolniony,2
3TŻ,2021-05-20,zwolniony,4
3TŻ,2021-05-27,zwolniony,2
3TŻ,2021-05-28,nieob. uspraw.,29
3TŻ,2021-06-17,obecność,8
3TŻ,2020-09-25,nieob. uspraw.,28
3TŻ,2020-09-30,nieob. uspraw.,38
3TŻ,2020-10-07,nieob. uspr. p.s.,17
3TŻ,2020-10-16,nieob. uspraw.,15
3TŻ,2020-10-23,nieob. uspr. p.s.,1
3TŻ,2020-11-03,nieob. uspraw.,30
3TŻ,2020-11-10,nieob. uspraw.,22
3TŻ,2020-12-04,nieob. uspraw.,14
3TŻ,2020-12-10,nieob. uspraw.,17
3TŻ,2021-02-23,nieob. uspraw.,18
3TŻ,2021-02-26,nieobecność,8
3TŻ,2021-05-20,nieobecność,7
3TŻ,2021-06-02,nieob. uspraw.,56
3TŻ,2020-09-23,nieob. uspraw.,37
3TŻ,2020-09-28,nieob. uspr. p.s.,14
3TŻ,2020-09-30,nieob. uspr. p.s.,11
3TŻ,2020-10-07,nieob. uspraw.,24
3TŻ,2020-10-20,nieob. uspr. p.s.,10
3TŻ,2020-10-22,nieob. uspraw.,20
3TŻ,2020-10-26,nieob. uspraw.,27
3TŻ,2020-10-27,nieob. uspraw.,16
3TŻ,2020-10-28,zwolniony,2
3TŻ,2020-11-02,nieobecność,3
3TŻ,2020-11-09,nieob. uspraw.,16
3TŻ,2020-11-19,nieob. uspraw.,25
3TŻ,2020-11-24,nieob. uspraw.,26
3TŻ,2020-12-03,spóźnienie,3
3TŻ,2020-12-07,nieob. uspraw.,31
3TŻ,2020-12-14,nieob. uspraw.,18
3TŻ,2020-12-22,nieob. uspraw.,8
3TŻ,2021-01-20,nieob. uspraw.,9
3TŻ,2021-01-26,nieob. uspraw.,5
3TŻ,2021-01-27,nieob. uspraw.,46
3TŻ,2021-01-29,nieobecność,9
3TŻ,2021-02-02,nieob. uspraw.,5
3TŻ,2021-02-15,nieob. uspraw.,7
3TŻ,2021-02-19,nieob. uspraw.,3
3TŻ,2021-03-12,nieobecność,18
3TŻ,2021-03-22,nieobecność,5
3TŻ,2021-04-14,nieob. uspraw.,24
3TŻ,2021-04-15,nieob. uspraw.,13
3TŻ,2021-04-16,nieob. uspraw.,8
3TŻ,2021-04-20,nieob. uspraw.,18
3TŻ,2021-04-22,nieob. uspraw.,10
3TŻ,2021-04-26,nieob. uspraw.,17
3TŻ,2021-04-28,nieob. uspraw.,16
3TŻ,2021-04-29,nieob. uspraw.,17
3TŻ,2021-04-30,nieob. uspraw.,16
3TŻ,2021-05-12,nieob. uspraw.,44
3TŻ,2021-05-14,nieob. uspraw.,19
3TŻ,2021-05-18,nieob. uspraw.,16
3TŻ,2021-05-19,nieobecność,2
3TŻ,2021-05-20,nieob. uspraw.,15
3TŻ,2021-05-25,nieob. uspraw.,19
3TŻ,2021-05-31,spóźnienie,4
3TŻ,2021-06-15,obecność,42
3TŻ,2021-06-15,nieobecność,2
3TŻ,2020-10-01,nieob. uspr. p.s.,2
3TŻ,2020-10-02,nieob. uspraw.,12
3TŻ,2020-10-09,nieob. uspraw.,10
3TŻ,2020-10-13,nieob. uspraw.,19
3TŻ,2020-10-19,nieob. uspraw.,21
3TŻ,2020-10-23,nieob. uspraw.,14
3TŻ,2020-10-27,nieob. uspr. p.s.,5
3TŻ,2020-10-29,nieob. uspr. p.s.,8
3TŻ,2020-11-20,nieob. uspraw.,11
3TŻ,2020-12-01,nieob. uspraw.,12
3TŻ,2020-12-02,nieob. uspraw.,20
3TŻ,2020-12-09,nieob. uspraw.,25
3TŻ,2020-12-17,nieob. uspraw.,17
3TŻ,2020-12-18,nieob. uspraw.,32
3TŻ,2021-02-05,nieob. uspraw.,13
3TŻ,2021-02-08,nieob. uspraw.,10
3TŻ,2021-02-11,spóźnienie,1
3TŻ,2021-02-11,nieobecność,2
3TŻ,2021-02-18,nieobecność,2
3TŻ,2021-02-23,nieobecność,1
3TŻ,2021-03-01,nieobecność,4
3TŻ,2021-03-02,nieobecność,3
3TŻ,2021-03-04,nieobecność,10
3TŻ,2021-03-08,nieobecność,4
3TŻ,2021-03-10,nieobecność,25
3TŻ,2021-03-24,nieobecność,8
3TŻ,2021-04-12,nieob. uspraw.,6
3TŻ,2021-04-13,nieob. uspraw.,6
3TŻ,2021-04-16,nieobecność,9
3TŻ,2021-04-30,nieobecność,2
3TŻ,2021-05-26,nieob. uspraw.,12
3TŻ,2021-05-27,nieob. uspraw.,13
3TŻ,2021-06-08,nieob. uspraw.,14
3TŻ,2021-06-10,nieob. uspraw.,32
3TŻ,2021-06-11,nieob. uspraw.,15
3TŻ,2020-09-29,nieob. uspr. p.s.,3
3TŻ,2020-10-01,nieob. uspraw.,7
3TŻ,2020-10-06,spóźnienie,2
3TŻ,2020-12-03,nieob. uspraw.,22
3TŻ,2021-01-19,nieob. uspraw.,11
3TŻ,2021-02-10,nauka zdalna,8
3TŻ,2021-02-17,nauka zdalna,16
3TŻ,2021-03-08,nieob. uspraw.,15
3TŻ,2021-03-09,nieob. uspraw.,11
3TŻ,2021-03-11,nieobecność,4
3TŻ,2021-04-08,spóźnienie,2
3TŻ,2021-04-19,nieobecność,12
3TŻ,2020-11-27,nieobecność,1
3TŻ,2020-09-28,nieob. uspraw.,21
3TŻ,2020-10-22,nieob. uspr. p.s.,5
3TŻ,2020-09-02,nieob. uspraw.,8
3TŻ,2020-09-03,nieob. uspraw.,14
3TŻ,2020-09-04,nieob. uspraw.,8
3TŻ,2021-01-28,spóźnienie,1
3TŻ,2021-02-10,nieob. uspraw.,23
3TŻ,2021-02-19,nieobecność,8
3TŻ,2021-03-03,nieob. uspraw.,8
3TŻ,2021-03-04,nieob. uspraw.,21
3TŻ,2021-03-22,nieob. uspraw.,7
3TŻ,2021-03-30,nieobecność,23
3TŻ,2021-05-24,nieobecność,1
3TŻ,2021-06-07,nieobecność,3
3TŻ,2021-06-15,spóźnienie,2
3TŻ,2021-04-21,obecność,48
3TŻ,2020-10-06,nieob. uspr. p.s.,2
3TŻ,2020-10-08,nieob. uspr. p.s.,1
3TŻ,2020-10-15,nieob. uspr. p.s.,3
3TŻ,2020-11-05,nieob. uspraw.,8
3TŻ,2020-12-07,spóźnienie,1
3TŻ,2021-01-21,nieob. uspraw.,6
3TŻ,2021-01-29,nieob. uspraw.,12
3TŻ,2021-02-03,spóźnienie,1
3TŻ,2021-02-08,nieobecność,2
3TŻ,2021-02-12,nieobecność,2
3TŻ,2021-02-17,spóźnienie,2
3TŻ,2021-03-26,nieobecność,7
3TŻ,2021-03-29,nieobecność,11
3TŻ,2021-04-14,spóźnienie,1
3TŻ,2021-04-21,spóźnienie,2
3TŻ,2021-04-28,nieobecność,6
3TŻ,2021-05-13,spóźnienie,1
3TŻ,2021-05-21,nieob. uspr. p.s.,2
3TŻ,2020-10-19,nieobecność,4
3TŻ,2020-10-21,nieob. uspraw.,24
3TŻ,2020-11-04,nieob. uspraw.,16
3TŻ,2021-02-04,nieob. uspraw.,6
3TŻ,2021-02-19,zwolniony,2
3TŻ,2021-03-16,nieob. uspraw.,6
3TŻ,2021-03-25,nieob. uspraw.,6
3TŻ,2021-05-07,nieobecność,1
3TŻ,2021-05-19,nieob. uspraw.,16
3TŻ,2021-06-17,nieobecność,2
3TŻ,2020-10-26,nieob. uspr. p.s.,3
3TŻ,2020-11-02,nieob. uspraw.,2
3TŻ,2021-02-09,nieob. uspraw.,3
3TŻ,2021-02-16,nieobecność,1
3TŻ,2021-03-19,nieob. uspraw.,16
3TŻ,2021-05-17,nieobecność,2
3TŻ,2021-05-21,nieobecność,1
3TŻ,2020-11-03,nieob. uspr. p.s.,4
3TŻ,2020-11-17,spóźnienie,1
3TŻ,2020-12-21,nieobecność,2
3TŻ,2021-01-18,nieobecność,1
3TŻ,2021-01-19,nieobecność,1
3TŻ,2021-01-27,nieobecność,1
3TŻ,2021-03-31,spóźnienie,1
3TŻ,2020-09-29,spóźnienie,1
3TŻ,2020-10-01,spóźnienie,1
3TŻ,2020-10-02,nieob. uspr. p.s.,1
3TŻ,2020-10-13,zwolniony,2
3TŻ,2020-10-20,zwolniony,2
3TŻ,2020-10-23,zwolniony,1
3TŻ,2020-10-30,zwolniony,4
3TŻ,2021-02-02,nieobecność,1
3TŻ,2021-02-09,nieobecność,2
3TŻ,2021-02-25,nieobecność,1
3TŻ,2021-03-15,nieobecność,1
3TŻ,2021-03-16,nieobecność,2
3TŻ,2021-03-24,spóźnienie,1
3TŻ,2021-04-07,spóźnienie,1
3TŻ,2021-04-20,nieobecność,1
3TŻ,2021-04-27,nieobecność,1
3TŻ,2021-05-17,spóźnienie,1
3TŻ,2021-05-31,nieobecność,1
3TŻ,2020-10-16,nieobecność,5
3TŻ,2020-09-04,nieobecność,2
3TŻ,2021-01-29,zwolniony,4
3TŻ,2021-03-24,nieob. uspraw.,8
4TRM,2020-09-01,nieobecność,16
4TRM,2020-09-02,nieobecność,29
4TRM,2020-09-03,obecność,115
4TRM,2020-09-04,obecność,147
4TRM,2020-09-07,nieob. uspraw.,30
4TRM,2020-09-08,nieob. uspraw.,44
4TRM,2020-09-09,nieob. uspraw.,49
4TRM,2020-09-10,nieob. uspraw.,43
4TRM,2020-09-11,nieob. uspraw.,64
4TRM,2020-09-14,nieob. uspraw.,58
4TRM,2020-09-15,nieob. uspraw.,46
4TRM,2020-09-16,nieob. uspraw.,54
4TRM,2020-09-17,nieob. uspraw.,34
4TRM,2020-09-18,nieob. uspraw.,19
4TRM,2020-09-21,obecność,61
4TRM,2020-09-22,obecność,41
4TRM,2020-09-22,spóźnienie,4
4TRM,2020-09-23,obecność,88
4TRM,2020-09-23,spóźnienie,8
4TRM,2020-09-24,obecność,81
4TRM,2020-09-24,nieobecność,23
4TRM,2020-09-24,spóźnienie,5
4TRM,2020-09-25,nieobecność,29
4TRM,2020-09-28,nieob. uspraw.,17
4TRM,2020-09-29,obecność,57
4TRM,2020-09-29,spóźnienie,2
4TRM,2020-09-30,obecność,96
4TRM,2020-10-01,obecność,83
4TRM,2020-10-02,nieob. uspraw.,52
4TRM,2020-10-05,spóźnienie,2
4TRM,2020-10-05,obecność,95
4TRM,2020-10-06,nieob. uspraw.,12
4TRM,2020-10-07,obecność,110
4TRM,2020-10-07,spóźnienie,11
4TRM,2020-10-07,nieobecność,37
4TRM,2020-10-08,obecność,56
4TRM,2020-10-08,spóźnienie,5
4TRM,2020-10-09,nieobecność,30
4TRM,2020-10-12,obecność,108
4TRM,2020-10-13,obecność,118
4TRM,2020-10-15,obecność,90
4TRM,2020-10-16,obecność,158
4TRM,2020-10-19,obecność,93
4TRM,2020-10-20,obecność,88
4TRM,2020-10-20,spóźnienie,10
4TRM,2020-10-21,nieobecność,18
4TRM,2020-10-22,obecność,73
4TRM,2020-10-23,obecność,142
4TRM,2020-10-26,nieobecność,18
4TRM,2020-10-27,nauka zdalna,96
4TRM,2020-10-27,nieobecność,18
4TRM,2020-10-28,nauka zdalna,148
4TRM,2020-10-28,nieobecność,22
4TRM,2020-10-29,nauka zdalna,97
4TRM,2020-10-29,nieobecność,21
4TRM,2020-10-30,nauka zdalna,139
4TRM,2020-11-02,nauka zdalna,90
4TRM,2020-11-02,nieobecność,21
4TRM,2020-11-03,nauka zdalna,113
4TRM,2020-11-04,nauka zdalna,154
4TRM,2020-11-04,nieobecność,27
4TRM,2020-11-05,nauka zdalna,118
4TRM,2020-11-06,nieobecność,8
4TRM,2020-11-06,nauka zdalna,160
4TRM,2020-11-09,nauka zdalna,111
4TRM,2020-11-10,nauka zdalna,79
4TRM,2020-11-12,nieobecność,24
4TRM,2020-11-12,nauka zdalna,78
4TRM,2020-11-13,nauka zdalna,129
4TRM,2020-11-16,nauka zdalna,94
4TRM,2020-11-16,nieobecność,18
4TRM,2020-11-17,nieobecność,16
4TRM,2020-11-18,nieobecność,24
4TRM,2020-11-18,nauka zdalna,156
4TRM,2020-11-19,nieobecność,22
4TRM,2020-11-19,nauka zdalna,83
4TRM,2020-11-20,obecność,84
4TRM,2020-11-23,nauka zdalna,101
4TRM,2020-11-24,nieobecność,13
4TRM,2020-11-24,nauka zdalna,108
4TRM,2020-11-25,nieobecność,21
4TRM,2020-11-25,nauka zdalna,152
4TRM,2020-11-25,spóźnienie,5
4TRM,2020-11-26,nauka zdalna,96
4TRM,2020-11-26,nieobecność,24
4TRM,2020-11-27,nauka zdalna,149
4TRM,2020-11-30,nieobecność,14
4TRM,2020-11-30,nauka zdalna,89
4TRM,2020-12-01,nauka zdalna,102
4TRM,2020-12-01,nieobecność,18
4TRM,2020-12-02,nieobecność,38
4TRM,2020-12-02,nauka zdalna,110
4TRM,2020-12-03,nieobecność,33
4TRM,2020-12-03,nauka zdalna,88
4TRM,2020-12-04,nauka zdalna,129
4TRM,2020-12-07,nauka zdalna,87
4TRM,2020-12-08,nauka zdalna,101
4TRM,2020-12-08,nieobecność,23
4TRM,2020-12-09,nauka zdalna,103
4TRM,2020-12-10,nauka zdalna,95
4TRM,2020-12-11,nauka zdalna,153
4TRM,2020-12-14,nauka zdalna,133
4TRM,2020-12-15,nieobecność,37
4TRM,2020-12-15,nauka zdalna,85
4TRM,2020-12-16,nieobecność,55
4TRM,2020-12-16,nauka zdalna,86
4TRM,2020-12-17,nauka zdalna,129
4TRM,2020-12-17,nieobecność,49
4TRM,2020-12-18,nauka zdalna,100
4TRM,2020-12-18,nieobecność,49
4TRM,2020-12-21,nauka zdalna,123
4TRM,2020-12-21,nieobecność,47
4TRM,2020-12-22,nauka zdalna,82
4TRM,2021-01-18,nieobecność,38
4TRM,2021-01-18,nauka zdalna,126
4TRM,2021-01-18,spóźnienie,3
