uczen_id,Dziennik,semestr,wszystkich,nieobecnych
52DA85C107,1TM5,I,753,115
52DA85C107,1TM5,II,403,117
6DD30301DF,1TM5,I,753,88
6DD30301DF,1TM5,II,510,105
50229D065B,1TR5,I,214,10
50229D065B,1TR5,II,531,211
68E2A088B6,1TR5,I,776,35
93DC931EBD,1TR5,I,806,266
93DC931EBD,1TR5,II,531,247
13CE1DABEB,1TR5,I,612,3
13CE1DABEB,1TR5,II,442,55
46A969DD52,1TR5,I,806,154
46A969DD52,1TR5,II,531,124
0F4BB60648,1TR5,I,806,75
0F4BB60648,1TR5,II,531,99
5C6D35477D,1TR5,I,806,99
5C6D35477D,1TR5,II,531,130
044A58D6C2,1TR5,I,806,69
044A58D6C2,1TR5,II,531,116
DA56C1A81C,1TR5,I,671,249
DA56C1A81C,1TR5,II,413,202
EFA14EF01D,1TR5,I,806,225
EFA14EF01D,1TR5,II,531,200
41F56EF605,1TR5,I,806,147
41F56EF605,1TR5,II,531,195
DF23FFC8E4,1TR5,I,792,131
DF23FFC8E4,1TR5,II,531,145
D3891B2179,1TR5,I,684,100
D3891B2179,1TR5,II,442,149
4011B2C987,1TR5,I,684,121
4011B2C987,1TR5,II,442,122
55F0BD5C16,1TR5,I,684,86
55F0BD5C16,1TR5,II,442,110
ECCDE89550,1TR5,I,754,174
B52D84287A,1TR5,I,792,106
B52D84287A,1TR5,II,531,192
833480A4AE,1TR5,I,684,95
833480A4AE,1TR5,II,442,166
A5DD142A01,1TR5,I,684,86
A5DD142A01,1TR5,II,442,112
8EBF83DFD8,1TR5,I,806,186
8EBF83DFD8,1TR5,II,531,240
1D9D01C457,1TR5,I,684,91
1D9D01C457,1TR5,II,442,128
0A5820F136,1TW5,I,767,125
0A5820F136,1TW5,II,495,189
912AAEFE58,1TW5,I,767,189
912AAEFE58,1TW5,II,495,170
F98002DD2C,1TW5,I,767,136
F98002DD2C,1TW5,II,495,88
A4308F8625,1TW5,I,758,195
A4308F8625,1TW5,II,495,202
BCDF4B5EE6,1TW5,I,767,16
BCDF4B5EE6,1TW5,II,495,107
3E9D14C704,1TW5,I,767,28
3E9D14C704,1TW5,II,495,104
1EC41D38ED,1TW5,I,767,2
1EC41D38ED,1TW5,II,495,46
143CD130AC,1TW5,I,767,75
143CD130AC,1TW5,II,495,158
AC16C22BDD,1TW5,I,767,102
AC16C22BDD,1TW5,II,495,124
63304A2953,1TW5,I,735,134
63304A2953,1TW5,II,470,152
9E86A0D961,1TW5,I,767,60
9E86A0D961,1TW5,II,495,119
61981B857B,1TW5,I,767,117
61981B857B,1TW5,II,495,160
DF2B80C13B,1TW5,I,765,91
DF2B80C13B,1TW5,II,494,241
D7DADAF72A,1TW5,I,765,259
D7DADAF72A,1TW5,II,494,209
BFCF86F28B,1TW5,I,765,161
BFCF86F28B,1TW5,II,494,210
0427C2D88E,1TW5,I,765,64
0427C2D88E,1TW5,II,494,163
B1071E9DB8,1TW5,I,765,88
B1071E9DB8,1TW5,II,494,141
BD9FD4EA6A,1TW5,I,765,124
BD9FD4EA6A,1TW5,II,494,124
06AAE9D41A,1TW5,I,765,63
06AAE9D41A,1TW5,II,494,62
F2011A4FA9,1TW5,I,765,122
F2011A4FA9,1TW5,II,494,162
D918AC2E73,1TW5,I,765,1
D918AC2E73,1TW5,II,494,20
868BCE38C8,1TW5,I,733,36
868BCE38C8,1TW5,II,469,135
86DD174670,1TW5,I,765,194
86DD174670,1TW5,II,494,93
14ED939C17,1TW5,I,765,54
14ED939C17,1TW5,II,494,69
27BA702978,1TŻ5,I,759,7
27BA702978,1TŻ5,II,498,67
8767095DDE,1TŻ5,I,759,33
8767095DDE,1TŻ5,II,498,90
069590C5EC,1TŻ5,I,759,142
069590C5EC,1TŻ5,II,498,135
13CE1DABEB,1TŻ5,I,76,3
05B54DD7BE,1TŻ5,I,759,132
05B54DD7BE,1TŻ5,II,498,146
C9477A3132,1TŻ5,I,759,40
C9477A3132,1TŻ5,II,498,105
2BDBFBD70A,1TŻ5,I,520,119
2BDBFBD70A,1TŻ5,II,387,109
ADF7C128AD,1TŻ5,I,759,154
ADF7C128AD,1TŻ5,II,498,240
39BFA1F088,1TŻ5,I,709,81
8D3840E19A,1TŻ5,I,759,6
8D3840E19A,1TŻ5,II,498,33
4D4FDC4D2A,1TŻ5,I,759,16
4D4FDC4D2A,1TŻ5,II,498,121
098E54F2D6,1TŻ5,I,759,109
098E54F2D6,1TŻ5,II,498,167
C8DD5EAF9C,1TŻ5,I,616,39
C8DD5EAF9C,1TŻ5,II,406,91
8879A5BF84,1TŻ5,I,758,88
8879A5BF84,1TŻ5,II,498,133
063B395E1D,1TŻ5,I,612,68
063B395E1D,1TŻ5,II,406,166
FF82200A74,1TŻ5,I,758,122
FF82200A74,1TŻ5,II,498,186
22C34241E7,1TŻ5,I,758,141
22C34241E7,1TŻ5,II,498,307
1042F42DEB,1TŻ5,I,758,126
1042F42DEB,1TŻ5,II,498,162
41A63133E1,1TŻ5,I,758,3
41A63133E1,1TŻ5,II,498,6
143CF7F3FD,1TŻ5,II,409,98
B9EBD3E3C1,1TŻ5,I,758,113
B9EBD3E3C1,1TŻ5,II,498,172
DE8BA4B295,1TŻ5,I,107,35
BD9AE7DA74,1TŻ5,I,758,31
BD9AE7DA74,1TŻ5,II,498,58
EBDE48A309,1TŻ5,I,758,54
EBDE48A309,1TŻ5,II,498,124
EFFA4DE729,1TŻ5,I,758,86
EFFA4DE729,1TŻ5,II,498,114
DA41FA6CC6,2RŻ5,I,743,138
DA41FA6CC6,2RŻ5,II,442,175
F54B1333DB,2RŻ5,I,743,165
F54B1333DB,2RŻ5,II,442,168
0490095064,2RŻ5,I,738,96
0490095064,2RŻ5,II,421,116
E50314B097,2RŻ5,I,738,49
E50314B097,2RŻ5,II,421,121
7BE43D717C,2RŻ5,I,771,127
7BE43D717C,2RŻ5,II,450,52
B09CA92364,2RŻ5,I,771,1
B09CA92364,2RŻ5,II,450,71
DE218F00E2,2RŻ5,I,771,37
DE218F00E2,2RŻ5,II,450,58
2BA49A7C8B,2RŻ5,I,771,58
2BA49A7C8B,2RŻ5,II,450,64
66502486E7,2RŻ5,I,760,214
66502486E7,2RŻ5,II,450,183
710C25351D,2RŻ5,I,771,139
710C25351D,2RŻ5,II,450,147
462B7DB5AC,2RŻ5,I,771,54
462B7DB5AC,2RŻ5,II,450,78
4E6BB3D870,2RŻ5,I,743,98
4E6BB3D870,2RŻ5,II,442,183
A6CF67BD9C,2RŻ5,I,771,175
A6CF67BD9C,2RŻ5,II,450,73
68AE683B15,2RŻ5,I,755,71
68AE683B15,2RŻ5,II,428,73
4320458CF7,2RŻ5,I,743,154
4320458CF7,2RŻ5,II,443,216
4A5260C8A8,2RŻ5,I,771,163
4A5260C8A8,2RŻ5,II,450,142
AAFB3DEEC6,2RŻ5,I,754,146
AAFB3DEEC6,2RŻ5,II,442,192
BA84B0307B,2RŻ5,I,771,93
BA84B0307B,2RŻ5,II,450,152
24D99A2B7A,2RŻ5,I,771,251
24D99A2B7A,2RŻ5,II,450,137
0CD2C2F095,2RŻ5,I,754,118
0CD2C2F095,2RŻ5,II,442,177
0CE48860EC,2RŻ5,I,755,154
0CE48860EC,2RŻ5,II,429,131
EDBFEDF588,2RŻ5,I,743,61
EDBFEDF588,2RŻ5,II,443,183
A33AD07A65,2RŻ5,I,743,51
A33AD07A65,2RŻ5,II,443,168
2FCEEB36B4,2RŻ5,I,738,125
2FCEEB36B4,2RŻ5,II,421,118
148C0370A4,2RŻ5,I,754,35
148C0370A4,2RŻ5,II,442,210
2EBEDF82B0,2TM5,I,777,172
2EBEDF82B0,2TM5,II,426,140
5C6CD666D0,2TM5,I,777,97
5C6CD666D0,2TM5,II,426,137
880D7072AF,2TM5,I,777,148
880D7072AF,2TM5,II,426,140
61570FA665,2TM5,I,775,75
61570FA665,2TM5,II,426,79
22632D84EA,2TM5,I,777,171
22632D84EA,2TM5,II,426,169
03B870C824,2TM5,I,777,158
03B870C824,2TM5,II,426,139
0748FBFDF1,2TM5,I,777,214
0748FBFDF1,2TM5,II,426,147
D00D53FBB5,2TM5,I,777,156
D00D53FBB5,2TM5,II,426,141
9ADFEF334F,2TM5,I,777,119
9ADFEF334F,2TM5,II,426,134
C7B1ECD44B,2TM5,I,777,220
C7B1ECD44B,2TM5,II,426,131
3E20351F69,2TM5,I,777,225
3E20351F69,2TM5,II,426,157
7401216D63,2TM5,I,777,121
7401216D63,2TM5,II,426,155
70D1C5E5D0,2TM5,I,777,130
70D1C5E5D0,2TM5,II,426,185
B46655A1FC,2TM5,I,777,16
B46655A1FC,2TM5,II,426,48
9E8DAA8C13,2TM5,I,777,216
9E8DAA8C13,2TM5,II,426,153
4AFFD105F3,2TM5,I,777,170
4AFFD105F3,2TM5,II,426,163
BB6E69215D,2TM5,I,777,150
BB6E69215D,2TM5,II,426,140
B32B6054AC,2TM5,I,777,262
B32B6054AC,2TM5,II,426,116
FCA47D9B1F,2TM5,I,777,81
FCA47D9B1F,2TM5,II,426,82
AE5812FBE6,2TM5,I,777,172
AE5812FBE6,2TM5,II,426,154
59151983BF,2TM5,I,775,154
59151983BF,2TM5,II,426,135
C96A7542B5,2TM5,I,777,158
C96A7542B5,2TM5,II,426,131
B4C93EDD81,2TW5,I,775,172
B4C93EDD81,2TW5,II,404,75
248AC7111A,2TW5,I,775,66
248AC7111A,2TW5,II,404,105
0656150466,2TW5,I,775,126
0656150466,2TW5,II,404,156
B70D910674,2TW5,I,775,139
B70D910674,2TW5,II,404,132
61A03F2675,2TW5,I,775,54
61A03F2675,2TW5,II,404,99
18B645D5CA,2TW5,I,775,102
18B645D5CA,2TW5,II,404,86
FFCC9F97F3,2TW5,I,775,61
FFCC9F97F3,2TW5,II,404,129
CCA3BB568F,2TW5,I,735,28
CCA3BB568F,2TW5,II,384,72
33C5CA820C,2TW5,I,775,150
33C5CA820C,2TW5,II,404,166
165732F5D0,2TW5,I,775,270
165732F5D0,2TW5,II,404,135
B4D7441CB9,2TW5,I,775,90
B4D7441CB9,2TW5,II,404,99
75ABBFEA09,2TW5,I,775,160
75ABBFEA09,2TW5,II,404,134
28ACFEDFE8,2TW5,I,703,52
28ACFEDFE8,2TW5,II,365,103
CB69E274F4,2TW5,I,617,96
CB69E274F4,2TW5,II,301,85
8BC40F0707,2TW5,I,776,24
8BC40F0707,2TW5,II,404,65
1E452F8B76,2TW5,I,776,41
1E452F8B76,2TW5,II,404,64
FD77904472,2TW5,I,776,126
FD77904472,2TW5,II,404,90
49DA0EE07B,2TW5,I,737,185
49DA0EE07B,2TW5,II,384,166
02A96D4364,2TW5,I,740,116
02A96D4364,2TW5,II,385,70
233DC37A1E,2TW5,I,776,41
233DC37A1E,2TW5,II,404,74
D88AD7F31B,2TW5,I,740,139
D88AD7F31B,2TW5,II,385,94
571C54E9D3,2TW5,I,776,67
571C54E9D3,2TW5,II,404,91
68E4E95E90,2TW5,I,776,194
68E4E95E90,2TW5,II,404,157
69B1AB95F7,3TM5,I,619,135
69B1AB95F7,3TM5,II,347,142
A2B9CCBA47,3TM5,I,786,200
A2B9CCBA47,3TM5,II,439,233
FECF8CE156,3TM5,I,659,124
FECF8CE156,3TM5,II,367,139
F65658C34D,3TM5,I,659,139
F65658C34D,3TM5,II,367,128
BBD752E677,3TM5,I,659,69
BBD752E677,3TM5,II,367,151
99D7E8DBE9,3TM5,I,659,110
99D7E8DBE9,3TM5,II,367,96
094EE79A92,3TM5,I,659,52
094EE79A92,3TM5,II,367,117
EA68223CB9,3TM5,I,659,279
EA68223CB9,3TM5,II,367,161
E9702359F6,3TM5,I,659,201
E9702359F6,3TM5,II,367,162
7D9306E51F,3TM5,I,659,128
7D9306E51F,3TM5,II,367,150
A4FF3FD673,3TM5,I,659,100
A4FF3FD673,3TM5,II,367,118
FE417FF3C3,3TM5,I,659,224
FE417FF3C3,3TM5,II,367,186
97EC186A2A,3TM5,I,659,115
97EC186A2A,3TM5,II,367,149
5AFBF18368,3TM5,I,659,168
5AFBF18368,3TM5,II,367,138
C05978F027,3TM5,I,659,171
C05978F027,3TM5,II,367,151
6F984271FD,3TM5,I,659,122
6F984271FD,3TM5,II,367,115
76B27B3D5C,3TM5,I,659,193
76B27B3D5C,3TM5,II,367,146
5B124AA943,3TM5,I,659,157
5B124AA943,3TM5,II,367,164
922C6FF356,3TM5,I,659,110
922C6FF356,3TM5,II,367,129
055EE1BDCB,3TW5,I,802,75
055EE1BDCB,3TW5,II,539,111
AAB60024F5,3TW5,I,802,105
AAB60024F5,3TW5,II,539,215
210E90C9E4,3TW5,I,802,211
210E90C9E4,3TW5,II,539,151
B6F4709A1D,3TW5,I,802,126
B6F4709A1D,3TW5,II,539,142
477DE3B96F,3TW5,I,802,110
477DE3B96F,3TW5,II,539,190
DA07B49568,3TW5,I,802,90
DA07B49568,3TW5,II,539,152
617DE9606E,3TW5,I,802,94
617DE9606E,3TW5,II,539,247
C7A3D50E34,3TW5,I,802,11
C7A3D50E34,3TW5,II,539,82
5D8D20A0D2,3TW5,I,802,63
5D8D20A0D2,3TW5,II,539,219
0C450DAFF1,3TW5,I,802,209
0C450DAFF1,3TW5,II,539,273
EE75A467A8,3TW5,I,802,214
EE75A467A8,3TW5,II,539,206
0DD7ADDAF3,3TW5,I,802,88
0DD7ADDAF3,3TW5,II,539,194
E45666FE1F,3TW5,I,802,244
E45666FE1F,3TW5,II,539,161
3F0C7DC0DA,3TŻ5,I,794,260
3F0C7DC0DA,3TŻ5,II,437,144
CD95F36AEF,3TŻ5,I,794,35
CD95F36AEF,3TŻ5,II,437,69
7BEA62D88E,3TŻ5,I,794,115
7BEA62D88E,3TŻ5,II,437,128
6A5DE94F49,3TŻ5,I,776,388
6A5DE94F49,3TŻ5,II,437,147
316DDD1940,3TŻ5,I,794,311
316DDD1940,3TŻ5,II,437,141
CAA32635AA,3TŻ5,I,794,135
CAA32635AA,3TŻ5,II,437,113
F669A1508D,3TŻ5,I,794,65
F669A1508D,3TŻ5,II,437,93
1CD1A2B0B8,3TŻ5,I,751,268
1CD1A2B0B8,3TŻ5,II,397,144
53E89434AB,3TŻ5,I,794,253
53E89434AB,3TŻ5,II,437,160
65F25A395E,3TŻ5,I,776,169
65F25A395E,3TŻ5,II,437,147
B33F428A33,3TŻ5,I,794,167
B33F428A33,3TŻ5,II,437,131
D1F6555E9E,3TŻ5,I,776,178
D1F6555E9E,3TŻ5,II,437,104
B76800681B,3TŻ5,I,794,209
B76800681B,3TŻ5,II,437,171
79B382A97F,4RŻ5,I,534,52
79B382A97F,4RŻ5,II,448,161
14319EA7C2,4RŻ5,I,507,26
14319EA7C2,4RŻ5,II,422,42
71DE1067D6,4RŻ5,I,595,177
71DE1067D6,4RŻ5,II,501,222
C125F70583,4RŻ5,I,622,113
C125F70583,4RŻ5,II,527,142
7284E44E67,4RŻ5,I,507,246
7284E44E67,4RŻ5,II,422,221
432F9B143B,4RŻ5,I,534,32
432F9B143B,4RŻ5,II,448,157
1E12E6E73A,4RŻ5,I,622,212
1E12E6E73A,4RŻ5,II,527,262
EEF95A0E99,4RŻ5,I,534,202
EEF95A0E99,4RŻ5,II,448,208
C10892CDD0,4RŻ5,I,507,217
C10892CDD0,4RŻ5,II,422,268
AF2BA1503D,4RŻ5,I,534,116
AF2BA1503D,4RŻ5,II,448,191
C1596BA96D,4RŻ5,I,507,268
C1596BA96D,4RŻ5,II,422,213
AFDB2301D6,4RŻ5,I,595,161
AFDB2301D6,4RŻ5,II,501,272
42C6F17206,4RŻ5,I,622,138
42C6F17206,4RŻ5,II,527,208
D2339544C8,4RŻ5,I,622,297
D2339544C8,4RŻ5,II,527,388
1F159E3E9E,4RŻ5,I,507,21
1F159E3E9E,4RŻ5,II,422,24
069E18C595,4RŻ5,I,534,179
069E18C595,4RŻ5,II,448,216
699C40D03D,4RŻ5,I,507,57
699C40D03D,4RŻ5,II,422,107
5429C2BA59,4RŻ5,I,534,151
5429C2BA59,4RŻ5,II,448,232
5C24230BE6,4RŻ5,I,534,122
5C24230BE6,4RŻ5,II,448,205
30BBB22CB7,4RŻ5,I,595,163
30BBB22CB7,4RŻ5,II,501,214
54C1680A6B,4RŻ5,I,622,160
54C1680A6B,4RŻ5,II,527,281
6419522A82,4RŻ5,I,507,146
6419522A82,4RŻ5,II,422,173
933047F475,4RŻ5,I,534,169
933047F475,4RŻ5,II,448,228
8DBEC938B6,4RŻ5,I,622,136
8DBEC938B6,4RŻ5,II,527,180
03697CB742,4RŻ5,I,622,165
03697CB742,4RŻ5,II,527,180
702D690EDF,4RŻ5,I,534,299
702D690EDF,4RŻ5,II,448,293
7276FFBF4E,4RŻ5,I,534,154
7276FFBF4E,4RŻ5,II,448,179
0023EFDB2E,4RŻ5,I,622,189
0023EFDB2E,4RŻ5,II,527,252
CDFF9623C2,4RŻ5,I,534,93
CDFF9623C2,4RŻ5,II,448,144
2935D10308,4TM5,I,522,59
2935D10308,4TM5,II,407,109
D1042AD297,4TM5,I,522,108
D1042AD297,4TM5,II,407,167
981DF823A3,4TM5,I,522,12
981DF823A3,4TM5,II,407,132
ACB36E88F0,4TM5,I,522,10
ACB36E88F0,4TM5,II,407,61
E17A875CD9,4TM5,I,522,148
E17A875CD9,4TM5,II,407,111
7E6CEEF3DC,4TM5,I,522,40
7E6CEEF3DC,4TM5,II,407,98
478A24481E,4TM5,I,522,29
478A24481E,4TM5,II,407,141
95F89069D2,4TM5,I,522,218
95F89069D2,4TM5,II,407,94
4308B57EDC,4TM5,I,522,88
4308B57EDC,4TM5,II,407,187
ED3D18923C,4TM5,I,522,131
ED3D18923C,4TM5,II,407,120
2F536A29DF,4TM5,I,522,202
2F536A29DF,4TM5,II,407,183
ED1D9CC0A8,4TM5,I,522,53
ED1D9CC0A8,4TM5,II,407,103
2CC79D8095,4TM5,I,522,79
2CC79D8095,4TM5,II,407,94
02DD9750C3,4TM5,I,522,61
02DD9750C3,4TM5,II,407,124
2A67A029B7,4TM5,I,522,87
2A67A029B7,4TM5,II,407,172
0D08F75B41,4TM5,I,522,100
0D08F75B41,4TM5,II,407,145
2D31E81106,4TM5,I,522,32
2D31E81106,4TM5,II,407,152
89918C41A8,4TM5,I,522,12
89918C41A8,4TM5,II,407,80
77A84704B2,4TM5,I,522,118
77A84704B2,4TM5,II,407,148
E340CA8D80,4TM5,I,522,113
E340CA8D80,4TM5,II,407,166
3EEA072A53,4TM5,I,522,182
3EEA072A53,4TM5,II,407,159
A055A48265,4TM5,I,522,75
A055A48265,4TM5,II,407,157
6B7829B31D,1MK,I,677,159
6B7829B31D,1MK,II,456,76
21CCB31218,1MK,I,677,125
21CCB31218,1MK,II,456,198
38E81BD51F,1MK,I,677,199
38E81BD51F,1MK,II,456,189
E925A2C893,1MK,I,22,6
E925A2C893,1MK,II,455,86
9DDA40F2D9,1MK,I,677,270
9DDA40F2D9,1MK,II,456,63
5FBDF98D17,1MK,I,634,252
5FBDF98D17,1MK,II,449,94
1939788789,1MK,I,89,28
03C33EFC61,1MK,I,677,23
03C33EFC61,1MK,II,456,38
B6F6633122,1MK,I,634,64
B6F6633122,1MK,II,449,73
B98B27894E,1MK,I,677,58
B98B27894E,1MK,II,456,100
43D4B728D8,1MK,I,634,18
43D4B728D8,1MK,II,449,38
1BBBDED4D9,1MK,I,677,131
1BBBDED4D9,1MK,II,456,148
67D8901050,1MK,I,31,6
72420DFAAD,1MK,I,634,99
72420DFAAD,1MK,II,449,73
381F85F9FF,1MK,I,677,281
381F85F9FF,1MK,II,456,401
4A135655CB,1MK,I,634,121
4A135655CB,1MK,II,449,82
C3B8B9BAB3,1MK,I,659,56
C3B8B9BAB3,1MK,II,442,93
EF2B9A0982,1MK,I,522,51
EF2B9A0982,1MK,II,362,54
1989F40E9B,1MK,I,89,30
D110BB1996,1MK,I,81,11
D110BB1996,1MK,II,456,172
8B04FD22EE,1MK,I,545,170
8B04FD22EE,1MK,II,376,127
E9C891E3F0,1MK,I,40,10
E9C891E3F0,1MK,II,456,154
6A32292DA6,1MK,I,672,213
6A32292DA6,1MK,II,456,195
11E26BD505,1MK,I,672,30
11E26BD505,1MK,II,456,88
729F5EF90C,1MK,I,634,6
729F5EF90C,1MK,II,449,52
1B7B63E233,1MK,I,634,98
1B7B63E233,1MK,II,449,88
526B8D0E54,1MK,I,672,98
526B8D0E54,1MK,II,456,174
A4D32F1059,1MK,I,634,151
A4D32F1059,1MK,II,449,125
62413E47C4,1MK,I,672,269
62413E47C4,1MK,II,456,223
E6ACE753C1,1MK,I,19,4
A393E1AC9E,1MK,I,672,136
A393E1AC9E,1MK,II,456,137
AAE67D0085,1MK,I,672,95
AAE67D0085,1MK,II,456,108
481520C19E,1MK,II,97,18
A8C178CF82,1MK,I,672,5
A8C178CF82,1MK,II,456,40
EE908F587C,2M,I,692,219
EE908F587C,2M,II,460,179
DD78E090BB,2M,I,692,111
DD78E090BB,2M,II,460,198
23B466CB9C,2M,I,692,157
23B466CB9C,2M,II,460,130
DA27AACFA2,2M,I,692,198
DA27AACFA2,2M,II,460,79
798DC9DE87,2M,I,692,69
798DC9DE87,2M,II,460,110
A32EE5D48C,2M,I,658,105
A32EE5D48C,2M,II,430,405
4C878E2137,2M,I,692,64
4C878E2137,2M,II,460,114
576D777D09,2M,I,692,94
576D777D09,2M,II,460,159
F70FE5F380,2M,I,692,156
F70FE5F380,2M,II,460,196
6D2F52EE76,2M,I,692,237
6D2F52EE76,2M,II,460,226
17344874FB,2M,I,692,245
17344874FB,2M,II,460,214
