Dziennik,Data,Wpis,Liczba
3TMR,2021-10-20,nieob. uspr. p.s.,17
3TMR,2021-10-21,obecność,119
3TMR,2021-10-22,obecność,119
3TMR,2021-10-22,nieobecność,12
3TMR,2021-10-22,spóźnienie,2
3TMR,2021-10-25,nieob. uspraw.,20
3TMR,2021-10-26,nieob. uspraw.,30
3TMR,2021-10-27,nieob. uspraw.,52
3TMR,2021-10-28,nieob. uspraw.,44
3TMR,2021-10-29,nieob. uspraw.,23
3TMR,2021-11-02,obecność,52
3TMR,2021-11-02,spóźnienie,9
3TMR,2021-11-03,obecność,149
3TMR,2021-11-03,nieobecność,17
3TMR,2021-11-04,obecność,128
3TMR,2021-11-04,nieob. uspraw.,26
3TMR,2021-11-05,obecność,113
3TMR,2021-11-08,nieob. uspraw.,23
3TMR,2021-11-09,obecność,84
3TMR,2021-11-10,obecność,99
3TMR,2021-11-15,obecność,116
3TMR,2021-11-16,obecność,128
3TMR,2021-11-17,nieob. uspr. p.s.,8
3TMR,2021-11-17,obecność,135
3TMR,2021-11-18,nieob. uspr. p.s.,4
3TMR,2021-11-18,obecność,122
3TMR,2021-11-19,obecność,123
3TMR,2021-11-22,obecność,90
3TMR,2021-11-23,obecność,108
3TMR,2021-11-23,nieob. uspr. p.s.,2
3TMR,2021-11-24,nieob. uspraw.,71
3TMR,2021-11-25,nieob. uspraw.,41
3TMR,2021-11-25,obecność,103
3TMR,2021-11-26,obecność,101
3TMR,2021-11-29,obecność,77
3TMR,2021-11-30,obecność,104
3TMR,2021-12-01,nieob. uspraw.,28
3TMR,2021-12-01,obecność,134
3TMR,2021-12-02,obecność,107
3TMR,2021-12-02,nieob. uspr. p.s.,1
3TMR,2021-12-03,obecność,106
3TMR,2021-12-06,obecność,103
3TMR,2021-12-07,obecność,93
3TMR,2021-12-08,obecność,118
3TMR,2021-12-08,nieob. uspraw.,54
3TMR,2021-12-09,obecność,98
3TMR,2021-12-10,obecność,113
3TMR,2021-12-13,obecność,96
3TMR,2021-12-14,obecność,127
3TMR,2021-12-15,obecność,135
3TMR,2021-12-16,obecność,115
3TMR,2021-12-17,obecność,123
3TMR,2021-12-20,nauka zdalna,109
3TMR,2021-12-20,nieobecność,58
3TMR,2021-12-21,nauka zdalna,113
3TMR,2021-12-21,nieobecność,19
3TMR,2021-12-22,nauka zdalna,148
3TMR,2022-01-03,nauka zdalna,94
3TMR,2022-01-03,nieob. uspraw.,33
3TMR,2022-01-04,nieob. uspraw.,24
3TMR,2022-01-05,nauka zdalna,114
3TMR,2022-01-10,obecność,158
3TMR,2022-01-11,obecność,109
3TMR,2022-01-12,obecność,144
3TMR,2022-01-13,obecność,126
3TMR,2022-01-14,obecność,93
3TMR,2022-01-17,obecność,122
3TMR,2022-01-18,obecność,109
3TMR,2022-01-18,nieobecność,22
3TMR,2022-01-19,obecność,138
3TMR,2022-01-20,obecność,131
3TMR,2022-01-21,obecność,53
3TMR,2022-01-21,nieobecność,60
3TMR,2022-01-24,obecność,34
3TMR,2022-01-24,nieobecność,79
3TMR,2022-01-25,obecność,120
3TMR,2022-01-26,obecność,8
3TMR,2022-01-26,nieobecność,84
3TMR,2022-01-27,nauka zdalna,91
3TMR,2022-01-28,nauka zdalna,85
3TMR,2022-02-14,nauka zdalna,104
3TMR,2022-02-15,nauka zdalna,120
3TMR,2022-02-16,nauka zdalna,102
3TMR,2022-02-17,nauka zdalna,87
3TMR,2022-02-18,nauka zdalna,107
3TMR,2022-02-21,obecność,115
3TMR,2022-02-22,obecność,106
3TMR,2022-02-23,obecność,103
3TMR,2022-02-24,obecność,97
3TMR,2022-02-25,obecność,115
3TMR,2022-02-28,obecność,139
3TMR,2022-03-01,obecność,133
3TMR,2022-03-02,obecność,154
3TMR,2022-03-03,obecność,129
3TMR,2022-03-04,obecność,147
3TMR,2022-03-07,nieob. uspr. p.s.,2
3TMR,2022-03-07,obecność,161
3TMR,2022-03-08,obecność,128
3TMR,2022-03-09,obecność,149
3TMR,2022-03-10,obecność,113
3TMR,2022-03-11,obecność,121
3TMR,2022-03-14,obecność,105
3TMR,2022-03-15,obecność,127
3TMR,2022-03-16,obecność,118
3TMR,2022-03-16,nieob. uspraw.,31
3TMR,2022-03-17,obecność,92
3TMR,2022-03-17,zwolniony,2
3TMR,2022-03-18,obecność,138
3TMR,2022-03-21,nieob. uspraw.,84
3TMR,2022-03-22,obecność,127
3TMR,2022-03-23,obecność,129
3TMR,2022-03-24,obecność,114
3TMR,2022-03-25,obecność,94
3TMR,2022-03-28,obecność,149
3TMR,2022-03-29,obecność,114
3TMR,2022-03-30,obecność,159
3TMR,2022-03-31,obecność,141
3TMR,2022-04-01,nieob. uspraw.,14
3TMR,2022-04-04,spóźnienie,2
3TMR,2022-04-04,obecność,146
3TMR,2022-04-05,obecność,133
3TMR,2022-04-06,obecność,159
3TMR,2022-04-07,obecność,110
3TMR,2022-04-08,obecność,122
3TMR,2022-04-11,obecność,130
3TMR,2022-04-12,nieob. uspraw.,26
3TMR,2022-04-13,obecność,141
3TMR,2022-04-13,nieob. uspr. p.s.,11
3TMR,2022-04-20,obecność,142
3TMR,2022-04-20,nieob. uspr. p.s.,1
3TMR,2022-04-21,obecność,31
3TMR,2022-04-21,nieob. uspr. p.s.,17
3TMR,2022-04-22,obecność,114
3TMR,2022-04-22,nieob. uspr. p.s.,12
3TMR,2022-04-25,obecność,142
3TMR,2022-04-25,nieob. uspr. p.s.,13
3TMR,2022-04-25,zwolniony,1
3TMR,2022-04-26,obecność,106
3TMR,2022-04-26,nieob. uspr. p.s.,19
3TMR,2022-04-27,obecność,148
3TMR,2022-04-27,nieob. uspr. p.s.,19
3TMR,2022-04-28,nieob. uspr. p.s.,18
3TMR,2022-04-29,nieob. uspr. p.s.,21
3TMR,2022-05-30,obecność,91
3TMR,2022-05-31,obecność,97
3TMR,2022-05-31,nieob. uspr. p.s.,3
3TMR,2022-06-01,nieob. uspraw.,62
3TMR,2022-06-02,obecność,87
3TMR,2022-06-02,nieobecność,17
3TMR,2022-06-06,nieob. uspraw.,53
3TMR,2022-06-07,spóźnienie,4
3TMR,2022-06-07,obecność,58
3TMR,2022-06-08,nieob. uspraw.,16
3TMR,2022-06-09,nieob. uspraw.,87
3TMR,2022-06-10,nieob. uspraw.,97
3TMR,2022-06-13,nieob. uspraw.,80
3TMR,2022-06-14,nieob. uspraw.,101
3TMR,2022-06-15,nieob. uspraw.,123
3TMR,2022-06-20,obecność,2
3TMR,2022-06-20,nieobecność,126
3TMR,2022-06-21,nieobecność,124
3TMR,2022-06-21,obecność,2
3TMR,2022-06-22,nieobecność,182
3TMR,2022-06-23,nieobecność,161
3TMR,2022-06-24,obecność,147
3TMR,2021-09-02,nieob. uspraw.,52
3TMR,2021-09-06,spóźnienie,6
3TMR,2021-09-09,nieob. uspraw.,72
3TMR,2021-09-13,nieob. uspraw.,44
3TMR,2021-09-14,nieob. uspraw.,44
3TMR,2021-09-15,nieob. uspraw.,45
3TMR,2021-09-16,nieob. uspraw.,54
3TMR,2021-09-21,nieob. uspraw.,52
3TMR,2021-09-22,obecność,90
3TMR,2021-09-23,obecność,88
3TMR,2021-09-27,obecność,99
3TMR,2021-09-28,obecność,123
3TMR,2021-10-01,nieob. uspraw.,35
3TMR,2021-10-04,nieobecność,13
3TMR,2021-10-05,nieobecność,5
3TMR,2021-10-06,obecność,111
3TMR,2021-10-07,obecność,76
3TMR,2021-10-07,spóźnienie,4
3TMR,2021-10-12,nieob. uspraw.,29
3TMR,2021-10-13,nieob. uspraw.,41
3TMR,2021-10-18,spóźnienie,6
3TMR,2021-10-18,nieobecność,9
3TMR,2021-10-20,obecność,151
3TMR,2021-10-22,nieob. uspraw.,25
3TMR,2021-10-25,nieobecność,26
3TMR,2021-10-25,obecność,107
3TMR,2021-10-26,obecność,109
3TMR,2021-10-27,obecność,99
3TMR,2021-10-28,obecność,101
3TMR,2021-10-29,obecność,91
3TMR,2021-11-02,nieob. uspraw.,32
3TMR,2021-11-08,obecność,111
3TMR,2021-11-08,zwolniony,2
3TMR,2021-11-10,spóźnienie,5
3TMR,2021-11-22,nieobecność,27
3TMR,2021-11-24,obecność,93
3TMR,2021-12-06,nieob. uspraw.,52
3TMR,2021-12-17,nieobecność,13
3TMR,2022-01-03,nieobecność,57
3TMR,2022-01-04,nauka zdalna,105
3TMR,2022-01-04,nieobecność,30
3TMR,2022-01-05,nieobecność,62
3TMR,2022-01-18,nieob. uspr. p.s.,4
3TMR,2022-01-25,nieobecność,26
3TMR,2022-02-14,nieobecność,53
3TMR,2022-02-17,nieobecność,34
3TMR,2022-03-08,nieobecność,7
3TMR,2022-03-08,spóźnienie,10
3TMR,2022-03-09,nieob. uspr. p.s.,6
3TMR,2022-03-10,nieobecność,12
3TMR,2022-03-14,nieob. uspr. p.s.,17
3TMR,2022-03-15,nieob. uspr. p.s.,6
3TMR,2022-03-17,nieob. uspraw.,39
3TMR,2022-03-21,obecność,56
3TMR,2022-03-22,spóźnienie,9
3TMR,2022-03-22,nieob. uspraw.,22
3TMR,2022-03-23,nieobecność,7
3TMR,2022-03-24,nieobecność,3
3TMR,2022-04-01,obecność,100
3TMR,2022-04-05,zwolniony,4
3TMR,2022-04-08,nieobecność,14
3TMR,2022-04-12,spóźnienie,11
3TMR,2022-04-12,obecność,107
3TMR,2022-04-25,spóźnienie,6
3TMR,2022-04-28,obecność,54
3TMR,2022-04-29,obecność,54
3TMR,2022-05-30,spóźnienie,9
3TMR,2022-05-31,nieobecność,13
3TMR,2022-06-06,obecność,25
3TMR,2022-06-06,nieobecność,14
3TMR,2022-06-07,nieob. uspraw.,49
3TMR,2022-06-08,obecność,147
3TMR,2022-06-09,obecność,60
3TMR,2021-09-09,obecność,7
3TMR,2021-09-21,nieobecność,11
3TMR,2021-09-24,nieobecność,23
3TMR,2021-09-24,obecność,40
3TMR,2021-09-27,spóźnienie,2
3TMR,2021-10-04,spóźnienie,2
3TMR,2021-10-05,nieob. uspraw.,43
3TMR,2021-10-08,obecność,96
3TMR,2021-10-11,spóźnienie,1
3TMR,2021-10-11,nieobecność,18
3TMR,2021-10-19,nieobecność,10
3TMR,2021-10-21,nieob. uspraw.,42
3TMR,2021-10-27,nieobecność,26
3TMR,2021-10-29,nieobecność,18
3TMR,2021-11-02,nieobecność,22
3TMR,2021-11-04,nieob. uspr. p.s.,3
3TMR,2021-11-05,spóźnienie,4
3TMR,2021-11-10,nieobecność,30
3TMR,2021-11-15,nieobecność,20
3TMR,2021-11-16,nieobecność,7
3TMR,2021-11-17,nieobecność,21
3TMR,2021-11-17,spóźnienie,4
3TMR,2021-11-19,nieobecność,8
3TMR,2021-11-19,spóźnienie,4
3TMR,2021-11-23,nieob. uspraw.,43
3TMR,2021-11-24,nieobecność,17
3TMR,2021-11-25,nieobecność,16
3TMR,2021-11-26,nieobecność,7
3TMR,2021-11-29,nieobecność,10
3TMR,2021-12-01,spóźnienie,11
3TMR,2021-12-02,nieobecność,11
3TMR,2021-12-03,nieobecność,30
3TMR,2021-12-07,spóźnienie,6
3TMR,2021-12-07,nieob. uspr. p.s.,3
3TMR,2021-12-09,nieob. uspraw.,39
3TMR,2021-12-10,nieobecność,9
3TMR,2021-12-13,nieob. uspraw.,16
3TMR,2021-12-14,nieob. uspraw.,22
3TMR,2021-12-15,nieobecność,9
3TMR,2021-12-22,nieobecność,25
3TMR,2022-01-11,spóźnienie,7
3TMR,2022-01-11,nieobecność,12
3TMR,2022-01-12,nieobecność,12
3TMR,2022-01-13,nieobecność,8
3TMR,2022-01-14,nieobecność,18
3TMR,2022-01-17,nieob. uspraw.,56
3TMR,2022-01-19,nieobecność,23
3TMR,2022-01-20,nieobecność,12
3TMR,2022-01-27,nieobecność,31
3TMR,2022-01-28,nieobecność,43
3TMR,2022-02-15,nieobecność,35
3TMR,2022-02-16,nieobecność,50
3TMR,2022-02-18,nieobecność,39
3TMR,2022-02-21,nieobecność,17
3TMR,2022-02-22,spóźnienie,7
3TMR,2022-02-24,nieobecność,10
3TMR,2022-02-24,spóźnienie,2
3TMR,2022-02-25,nieobecność,12
3TMR,2022-02-25,spóźnienie,1
3TMR,2022-02-28,nieobecność,6
3TMR,2022-02-28,spóźnienie,6
3TMR,2022-03-01,nieobecność,13
3TMR,2022-03-01,nieob. uspraw.,12
3TMR,2022-03-02,nieobecność,15
3TMR,2022-03-04,nieobecność,7
3TMR,2022-03-07,nieob. uspraw.,18
3TMR,2022-03-09,nieobecność,4
3TMR,2022-03-11,nieobecność,8
3TMR,2022-03-14,nieobecność,15
3TMR,2022-03-14,spóźnienie,2
3TMR,2022-03-15,spóźnienie,6
3TMR,2022-03-16,nieobecność,28
3TMR,2022-03-18,nieobecność,4
3TMR,2022-03-18,spóźnienie,5
3TMR,2022-03-23,nieob. uspraw.,48
3TMR,2022-03-24,nieob. uspraw.,44
3TMR,2022-03-25,nieob. uspraw.,39
3TMR,2022-03-29,nieob. uspr. p.s.,34
3TMR,2022-03-30,nieob. uspraw.,7
3TMR,2022-03-30,nieobecność,18
3TMR,2022-03-31,nieobecność,4
3TMR,2022-04-01,spóźnienie,4
3TMR,2022-04-06,spóźnienie,8
3TMR,2022-04-06,nieobecność,14
3TMR,2022-04-07,nieobecność,16
3TMR,2022-04-08,spóźnienie,10
3TMR,2022-04-12,nieobecność,16
3TMR,2022-04-20,nieobecność,17
3TMR,2022-04-21,nieobecność,16
3TMR,2022-04-22,spóźnienie,4
3TMR,2022-04-22,nieobecność,1
3TMR,2022-04-25,nieobecność,3
3TMR,2022-04-26,spóźnienie,8
3TMR,2022-04-26,nieobecność,7
3TMR,2022-04-28,nieobecność,12
3TMR,2022-04-29,nieobecność,10
3TMR,2022-05-30,nieobecność,17
3TMR,2022-06-01,obecność,66
3TMR,2022-06-01,nieobecność,24
3TMR,2022-06-07,nieobecność,25
3TMR,2022-06-08,nieobecność,15
3TMR,2022-06-09,spóźnienie,6
3TMR,2022-06-09,nieobecność,28
3TMR,2022-06-10,obecność,3
3TMR,2022-06-13,nieobecność,26
3TMR,2022-06-14,nieobecność,36
3TMR,2022-06-15,nieobecność,56
3TMR,2021-09-03,spóźnienie,2
3TMR,2021-09-07,spóźnienie,2
3TMR,2021-09-08,nieob. uspraw.,40
3TMR,2021-09-13,nieobecność,5
3TMR,2021-10-04,nieob. uspraw.,44
3TMR,2021-10-12,nieobecność,6
3TMR,2021-10-18,nieob. uspraw.,21
3TMR,2021-10-19,spóźnienie,7
3TMR,2021-10-26,spóźnienie,8
3TMR,2021-11-09,spóźnienie,4
3TMR,2021-11-10,nieob. uspraw.,23
3TMR,2021-11-15,spóźnienie,5
3TMR,2021-11-23,nieobecność,7
3TMR,2021-11-26,nieob. uspraw.,53
3TMR,2021-11-29,spóźnienie,7
3TMR,2021-12-07,nieob. uspraw.,26
3TMR,2021-12-10,nieob. uspraw.,36
3TMR,2021-12-21,spóźnienie,1
3TMR,2021-12-22,nieob. uspraw.,11
3TMR,2022-01-10,nieobecność,2
3TMR,2022-01-17,spóźnienie,3
3TMR,2022-01-24,nieob. uspraw.,61
3TMR,2022-01-26,nieob. uspraw.,46
3TMR,2022-01-28,nieob. uspraw.,31
3TMR,2022-02-14,nieob. uspraw.,26
3TMR,2022-02-16,nieob. uspraw.,30
3TMR,2022-02-21,nieob. uspraw.,52
3TMR,2022-03-09,nieob. uspraw.,25
3TMR,2022-03-10,zwolniony,1
3TMR,2022-03-16,zwolniony,2
3TMR,2022-04-01,zwolniony,2
3TMR,2022-04-06,nieob. uspraw.,2
3TMR,2022-04-08,nieob. uspraw.,10
3TMR,2022-04-21,nieob. uspraw.,74
3TMR,2022-04-26,nieob. uspraw.,19
3TMR,2022-04-28,nieob. uspraw.,54
3TMR,2022-04-29,nieob. uspraw.,76
3TMR,2022-05-31,spóźnienie,8
3TMR,2022-06-20,nieob. uspraw.,10
3TMR,2022-06-21,nieob. uspraw.,12
3TMR,2021-09-03,nieob. uspraw.,19
3TMR,2021-09-14,nieobecność,4
3TMR,2021-09-15,nieobecność,12
3TMR,2021-09-17,spóźnienie,1
3TMR,2021-09-20,nieob. uspraw.,42
3TMR,2021-09-22,spóźnienie,3
3TMR,2021-09-29,nieobecność,16
3TMR,2021-10-01,nieobecność,13
3TMR,2021-10-26,nieobecność,10
3TMR,2021-10-28,nieobecność,16
3TMR,2021-11-04,nieobecność,4
3TMR,2021-11-05,nieobecność,18
3TMR,2021-11-08,nieobecność,9
3TMR,2021-11-18,nieobecność,5
3TMR,2021-11-24,spóźnienie,3
3TMR,2021-11-30,nieobecność,4
3TMR,2021-12-01,nieobecność,8
3TMR,2021-12-07,nieobecność,8
3TMR,2021-12-15,nieob. uspraw.,39
3TMR,2021-12-16,nieob. uspraw.,19
3TMR,2022-01-18,spóźnienie,4
3TMR,2022-01-20,nieob. uspraw.,18
3TMR,2022-01-21,nieob. uspraw.,48
3TMR,2022-01-25,nieob. uspraw.,15
3TMR,2022-01-27,nieob. uspraw.,16
3TMR,2022-02-16,spóźnienie,2
3TMR,2022-02-22,nieob. uspraw.,38
3TMR,2022-02-23,nieob. uspraw.,72
3TMR,2022-02-24,nieob. uspraw.,28
3TMR,2022-02-25,nieob. uspraw.,32
3TMR,2022-03-01,spóźnienie,3
3TMR,2022-03-03,nieobecność,6
3TMR,2022-03-04,spóźnienie,2
3TMR,2022-03-11,spóźnienie,2
3TMR,2022-03-14,nieob. uspraw.,42
3TMR,2022-03-21,nieobecność,21
3TMR,2022-03-22,nieobecność,3
3TMR,2022-03-25,nieobecność,24
3TMR,2022-03-28,nieob. uspraw.,2
3TMR,2022-03-29,spóźnienie,2
3TMR,2022-03-31,nieob. uspraw.,16
3TMR,2022-04-01,nieobecność,14
3TMR,2022-04-04,nieobecność,10
3TMR,2022-04-05,spóźnienie,2
3TMR,2022-04-11,spóźnienie,3
3TMR,2022-04-11,nieob. uspraw.,23
3TMR,2021-09-06,spóźn. uspr.,1
3TMR,2021-09-07,nieob. uspraw.,15
3TMR,2021-09-27,nieob. uspr. p.s.,8
3TMR,2021-09-28,nieob. uspr. p.s.,2
3TMR,2021-10-04,spóźn. uspr.,1
3TMR,2021-10-05,spóźn. uspr.,1
3TMR,2021-10-11,nieob. uspr. p.s.,10
3TMR,2021-10-18,spóźn. uspr.,3
3TMR,2021-10-19,nieob. uspraw.,3
3TMR,2021-10-25,nieob. uspr. p.s.,8
3TMR,2021-10-26,nieob. uspr. p.s.,3
3TMR,2021-11-05,spóźn. uspr.,2
3TMR,2021-11-05,nieob. uspraw.,22
3TMR,2021-11-09,spóźn. uspr.,2
3TMR,2021-11-15,nieob. uspr. p.s.,8
3TMR,2021-11-15,spóźn. uspr.,2
3TMR,2021-11-16,nieob. uspr. p.s.,4
3TMR,2021-11-17,spóźn. uspr.,2
3TMR,2021-11-18,nieob. uspraw.,7
3TMR,2021-11-19,nieob. uspraw.,2
3TMR,2021-11-22,nieob. uspr. p.s.,4
3TMR,2021-11-29,nieob. uspraw.,42
3TMR,2021-12-01,spóźn. uspr.,2
3TMR,2021-12-03,nieob. uspraw.,24
3TMR,2021-12-07,spóźn. uspr.,2
3TMR,2021-12-14,spóźn. uspr.,2
3TMR,2021-12-20,nieob. uspraw.,17
3TMR,2021-12-21,spóźn. uspr.,1
3TMR,2021-12-21,nieob. uspraw.,4
3TMR,2022-01-05,nieob. uspraw.,8
3TMR,2022-01-10,nieob. uspraw.,23
3TMR,2022-01-11,nieob. uspraw.,8
3TMR,2022-01-12,spóźn. uspr.,1
3TMR,2022-01-14,nieob. uspraw.,3
3TMR,2022-01-18,nieob. uspraw.,22
3TMR,2022-01-19,nieob. uspraw.,20
3TMR,2022-02-15,nieob. uspraw.,4
3TMR,2022-02-17,nieob. uspraw.,16
3TMR,2022-02-18,nieob. uspraw.,15
3TMR,2022-02-28,nieob. uspraw.,31
3TMR,2022-03-02,nieob. uspraw.,15
3TMR,2022-03-07,nieobecność,2
3TMR,2022-03-08,nieob. uspraw.,16
3TMR,2022-03-14,zwolniony,3
3TMR,2022-03-15,nieob. uspraw.,8
3TMR,2022-04-11,nieobecność,3
3TMR,2022-04-20,nieob. uspraw.,19
3TMR,2022-04-22,nieob. uspraw.,29
3TMR,2022-04-27,nieob. uspraw.,16
3TMR,2022-05-30,nieob. uspraw.,19
3TMR,2022-05-31,spóźn. uspr.,1
3TMR,2022-05-31,nieob. uspraw.,16
3TMR,2022-06-02,nieob. uspraw.,56
3TMR,2021-09-02,nieobecność,20
3TMR,2021-09-03,nieobecność,3
3TMR,2021-09-15,spóźnienie,1
3TMR,2021-09-17,nieob. uspraw.,24
3TMR,2021-09-28,spóźnienie,3
3TMR,2021-09-30,spóźnienie,2
3TMR,2021-10-06,nieobecność,8
3TMR,2021-10-13,spóźnienie,3
3TMR,2021-10-27,spóźnienie,1
3TMR,2021-11-30,spóźnienie,3
3TMR,2021-12-06,nieobecność,6
3TMR,2021-12-08,spóźnienie,1
3TMR,2021-12-08,nieobecność,11
3TMR,2021-12-09,spóźnienie,1
3TMR,2021-12-14,nieobecność,7
3TMR,2021-12-16,nieobecność,4
3TMR,2022-01-12,spóźnienie,3
3TMR,2022-01-13,nieob. uspraw.,4
3TMR,2022-03-04,nieob. uspraw.,4
3TMR,2022-03-11,nieob. uspraw.,7
3TMR,2022-03-15,nieobecność,14
3TMR,2022-03-17,nieobecność,5
3TMR,2022-04-25,nieob. uspraw.,18
3TMR,2022-06-02,spóźnienie,1
3TMR,2021-10-11,nieob. uspraw.,8
3TMR,2021-10-15,nieob. uspraw.,35
3TMR,2021-11-22,nieob. uspraw.,38
3TMR,2021-11-30,nieob. uspraw.,25
3TMR,2021-12-02,nieob. uspraw.,19
3TMR,2022-01-12,nieob. uspraw.,22
3TMR,2022-04-05,nieobecność,9
3TMR,2021-09-06,nieob. uspraw.,20
3TMR,2021-09-08,nieobecność,16
3TMR,2021-09-27,nieobecność,8
3TMR,2021-10-06,spóźnienie,1
3TMR,2021-10-12,zwolniony,1
3TMR,2021-10-13,nieobecność,2
3TMR,2021-11-17,nieob. uspraw.,14
3TMR,2021-11-22,zwolniony,2
3TMR,2022-04-05,nieob. uspraw.,13
3TMR,2022-04-13,nieob. uspraw.,24
3TMR,2022-04-20,spóźnienie,5
3TMR,2021-09-02,spóźnienie,3
3TMR,2021-09-17,spóźn. uspr.,1
3TMR,2021-09-27,spóźn. uspr.,1
3TMR,2021-10-01,spóźn. uspr.,1
3TMR,2021-10-05,nieob. uspr. p.s.,1
3TMR,2021-10-07,nieob. uspr. p.s.,2
3TMR,2021-10-08,nieob. uspr. p.s.,8
3TMR,2021-10-11,spóźn. uspr.,1
3TMR,2021-10-13,spóźn. uspr.,1
3TMR,2021-10-20,spóźn. uspr.,1
3TMR,2021-10-26,spóźn. uspr.,1
3TMR,2021-11-03,nieob. uspraw.,17
3TMR,2021-11-08,nieob. uspr. p.s.,13
3TMR,2021-11-10,spóźn. uspr.,1
3TMR,2021-11-15,nieob. uspraw.,10
3TMR,2021-11-16,nieob. uspraw.,21
3TMR,2021-11-19,spóźn. uspr.,1
3TMR,2021-11-23,spóźn. uspr.,1
3TMR,2021-11-25,spóźn. uspr.,1
3TMR,2021-11-29,spóźn. uspr.,1
3TMR,2021-12-03,spóźn. uspr.,1
3TMR,2021-12-14,spóźnienie,3
3TMR,2021-12-17,nieob. uspraw.,23
3TMR,2022-01-11,spóźn. uspr.,1
3TMR,2022-01-24,spóźn. uspr.,1
3TMR,2022-02-22,spóźn. uspr.,2
3TMR,2022-02-24,spóźn. uspr.,1
3TMR,2022-02-25,spóźn. uspr.,1
3TMR,2022-03-18,nieob. uspraw.,14
3TMR,2022-04-01,spóźn. uspr.,2
3TMR,2022-04-12,spóźn. uspr.,1
3TMR,2022-04-22,spóźn. uspr.,1
3TMR,2022-04-25,spóźn. uspr.,1
3TMR,2022-04-26,spóźn. uspr.,1
3TMR,2021-10-11,zwolniony,1
3TMR,2022-01-24,spóźnienie,2
3TMR,2021-09-22,nieobecność,12
3TMR,2021-10-15,nieobecność,21
3TMR,2021-10-20,nieobecność,14
3TMR,2022-03-29,spóźn. uspr.,1
3TMR,2022-04-07,nieob. uspraw.,12
3TMR,2022-04-08,spóźn. uspr.,1
3TMR,2022-04-08,zwolniony,2
3TMR,2022-06-10,nieobecność,15
3TMR,2021-09-16,nieob. uspr. p.s.,16
3TMR,2021-09-17,nieobecność,8
3TMR,2021-10-27,nieob. uspr. p.s.,6
3TMR,2021-12-17,spóźnienie,2
3TMR,2022-03-03,nieob. uspraw.,3
3TMR,2022-06-09,zwolniony,3
3TMR,2021-09-08,zwolniony,2
3TMR,2021-09-13,nieob. uspr. p.s.,12
3TMR,2021-09-13,nauka zdalna,2
3TMR,2021-09-14,nieob. uspr. p.s.,14
3TMR,2021-09-17,nieob. uspr. p.s.,12
3TMR,2021-10-20,nieob. uspraw.,1
3TMR,2021-10-29,nieob. uspr. p.s.,5
3TMR,2021-11-08,spóźnienie,3
3TMR,2021-12-01,nieob. uspr. p.s.,1
3TMR,2022-01-04,spóźnienie,2
3TMR,2022-01-28,spóźn. uspr.,1
3TMR,2022-03-28,nieobecność,9
3TMR,2021-09-20,nieobecność,3
3TMR,2021-10-19,nieob. uspr. p.s.,2
3TMR,2021-10-29,spóźnienie,1
3TMR,2021-11-09,nieobecność,2
3TMR,2021-11-16,spóźnienie,1
3TMR,2021-12-13,nieob. uspr. p.s.,2
3TMR,2022-01-19,spóźnienie,1
3TMR,2022-02-23,nieobecność,9
3TMR,2022-03-25,spóźnienie,3
3TMR,2022-03-25,zwolniony,1
3TMR,2022-03-28,spóźnienie,1
3TMR,2022-04-08,nieob. uspr. p.s.,2
3TMR,2022-06-24,nieobecność,14
3TMR,2021-09-06,nieobecność,7
