uczen_id,Dziennik,semestr,wszystkich,nieobecnych
9B18D9BE98,2TMŻ,I,543,109
9B18D9BE98,2TMŻ,II,694,205
C745E2D829,2TMŻ,I,543,195
C745E2D829,2TMŻ,II,45,44
C039135C89,2TMŻ,I,543,55
C039135C89,2TMŻ,II,694,191
7EFD1AF7BF,2TMŻ,I,556,61
7EFD1AF7BF,2TMŻ,II,713,270
CFAA093389,2TMŻ,I,541,109
CFAA093389,2TMŻ,II,700,236
7EB1118E2B,2TMŻ,I,541,80
7EB1118E2B,2TMŻ,II,700,235
3EB3F892FB,2TMŻ,I,554,131
3EB3F892FB,2TMŻ,II,717,276
BACFA2C4CA,2TMŻ,I,543,206
BACFA2C4CA,2TMŻ,II,694,232
2BDBFBD70A,2TMŻ,I,539,324
2BDBFBD70A,2TMŻ,II,44,41
6AF1D956A2,2TMŻ,I,556,174
6AF1D956A2,2TMŻ,II,713,318
7E2671BD35,2TMŻ,I,556,24
7E2671BD35,2TMŻ,II,713,126
4160F987C1,2TMŻ,I,556,109
4160F987C1,2TMŻ,II,713,175
05E3A75875,2TMŻ,I,556,65
05E3A75875,2TMŻ,II,713,109
048BDF9C42,2TMŻ,I,554,73
048BDF9C42,2TMŻ,II,717,239
EF7CDF8C95,2TMŻ,I,541,138
EF7CDF8C95,2TMŻ,II,700,227
CA164116DD,2TMŻ,I,541,115
CA164116DD,2TMŻ,II,700,295
7FC8D84EE7,2TMŻ,I,556,152
7FC8D84EE7,2TMŻ,II,713,282
BEDF3FC793,2TMŻ,I,541,11
BEDF3FC793,2TMŻ,II,700,116
78C8D08E0D,2TMŻ,I,556,177
78C8D08E0D,2TMŻ,II,713,322
5ED2B87721,2TMŻ,I,556,83
5ED2B87721,2TMŻ,II,713,293
36A8585508,2TMŻ,I,556,168
36A8585508,2TMŻ,II,713,247
3A42F6F782,2TMŻ,I,541,13
3A42F6F782,2TMŻ,II,700,142
844F545F8D,2TMŻ,I,528,54
844F545F8D,2TMŻ,II,681,179
DAB55A3494,2TMŻ,I,528,118
DAB55A3494,2TMŻ,II,681,250
99AD4362C5,2TMŻ,I,541,25
99AD4362C5,2TMŻ,II,700,111
FA58A769C3,2TW,I,547,39
FA58A769C3,2TW,II,624,223
6623F9C560,2TW,I,534,157
6623F9C560,2TW,II,612,235
F01C3B5B41,2TW,I,534,119
F01C3B5B41,2TW,II,612,258
7E2186E73A,2TW,I,547,45
7E2186E73A,2TW,II,624,149
495C87F778,2TW,I,534,91
495C87F778,2TW,II,612,275
56FEA389A0,2TW,I,547,20
56FEA389A0,2TW,II,624,132
37CFA1C63A,2TW,I,534,126
37CFA1C63A,2TW,II,612,259
0EAEC41C6D,2TW,I,534,97
0EAEC41C6D,2TW,II,612,203
91220F2730,2TW,I,534,109
91220F2730,2TW,II,607,317
C691BA9630,2TW,I,534,73
C691BA9630,2TW,II,612,153
5158AD93BE,2TW,I,547,254
5158AD93BE,2TW,II,620,392
9028A77BE1,2TW,I,547,62
9028A77BE1,2TW,II,624,183
783BC6E02D,2TW,I,547,67
783BC6E02D,2TW,II,624,180
6730233D9B,2TW,I,547,123
6730233D9B,2TW,II,624,213
75AED3C340,2TW,I,547,86
75AED3C340,2TW,II,624,216
62B04ED066,2TW,I,534,80
62B04ED066,2TW,II,612,201
7FDF19781A,2TW,I,534,56
7FDF19781A,2TW,II,612,154
134C356101,2TW,I,547,16
134C356101,2TW,II,624,177
98C64DA07D,2TW,I,547,35
98C64DA07D,2TW,II,624,154
7700936E4E,3TMR,I,528,244
7700936E4E,3TMR,II,658,260
F8B50A8344,3TMR,I,528,206
F8B50A8344,3TMR,II,649,417
03AEB33741,3TMR,I,528,189
03AEB33741,3TMR,II,658,293
A9E9EC6594,3TMR,I,528,80
A9E9EC6594,3TMR,II,658,208
98FEAB8F76,3TMR,I,528,47
98FEAB8F76,3TMR,II,658,199
940BF22883,3TMR,I,528,203
940BF22883,3TMR,II,649,346
23DB6BD902,3TMR,I,445,201
23DB6BD902,3TMR,II,164,80
A1243AB615,3TMR,I,528,212
A1243AB615,3TMR,II,649,299
083910DC52,3TMR,I,528,120
083910DC52,3TMR,II,658,288
FD2C74DB5D,3TMR,I,528,137
FD2C74DB5D,3TMR,II,658,221
B39E849D14,3TMR,I,528,91
B39E849D14,3TMR,II,658,221
5BF2808B10,3TMR,I,528,97
5BF2808B10,3TMR,II,649,284
7811B2DBCC,3TMR,I,514,297
7811B2DBCC,3TMR,II,177,118
B1DDFEEBB0,3TMR,I,528,188
B1DDFEEBB0,3TMR,II,658,251
D599412EEA,3TMR,I,528,275
D599412EEA,3TMR,II,658,274
3F27E14055,3TMR,I,528,161
3F27E14055,3TMR,II,649,341
2954C52C82,3TMR,I,528,203
2954C52C82,3TMR,II,658,286
D390D5A596,3TMR,I,528,134
D390D5A596,3TMR,II,658,331
B7C8567112,3TMR,I,528,199
B7C8567112,3TMR,II,658,317
B26C8B7C69,3TMR,I,528,96
B26C8B7C69,3TMR,II,649,247
6DD30301DF,3TMR,I,528,64
6DD30301DF,3TMR,II,658,284
712F3B6D7F,3TMR,I,528,170
712F3B6D7F,3TMR,II,658,326
D4C0C869C8,3TMR,I,528,141
D4C0C869C8,3TMR,II,649,221
CA401B47ED,3TMR,I,528,135
CA401B47ED,3TMR,II,649,325
987F5A2EB5,3TR,I,562,130
987F5A2EB5,3TR,II,704,342
1CBC1F0E57,3TR,I,562,64
1CBC1F0E57,3TR,II,704,274
E2EB12D56B,3TR,I,555,161
E2EB12D56B,3TR,II,704,345
9517AC92C7,3TR,I,562,221
9517AC92C7,3TR,II,704,395
5EC10B5EC7,3TR,I,562,66
5EC10B5EC7,3TR,II,704,199
160687C9FD,3TR,I,562,216
160687C9FD,3TR,II,704,356
0373CBE4B4,3TR,I,562,99
0373CBE4B4,3TR,II,704,248
07A57A079B,3TR,I,562,60
07A57A079B,3TR,II,704,234
97F6191346,3TR,I,562,178
97F6191346,3TR,II,704,300
24DB2A060B,3TR,I,562,53
24DB2A060B,3TR,II,704,175
4A472E1193,3TR,I,555,207
4A472E1193,3TR,II,704,432
C3DFC24DBF,3TR,I,563,216
C3DFC24DBF,3TR,II,704,407
51EF12B621,3TR,I,563,56
51EF12B621,3TR,II,704,218
362BA9762E,3TR,I,563,44
362BA9762E,3TR,II,704,210
24B2C50FF5,3TR,I,563,145
24B2C50FF5,3TR,II,704,283
161607D752,3TR,I,563,119
161607D752,3TR,II,704,294
BBAF304826,3TR,I,563,176
BBAF304826,3TR,II,704,353
5E7D2FB554,3TR,I,563,132
5E7D2FB554,3TR,II,704,287
6254A60360,3TR,I,563,175
6254A60360,3TR,II,704,284
35C4CA1854,3TR,I,563,130
35C4CA1854,3TR,II,704,315
0A5EA16AA4,3TW,I,535,225
0A5EA16AA4,3TW,II,718,370
07B34AE87D,3TW,I,543,131
07B34AE87D,3TW,II,736,370
93F39F9143,3TW,I,543,88
93F39F9143,3TW,II,736,252
EDE80F230D,3TW,I,543,128
EDE80F230D,3TW,II,736,351
16F2E08692,3TW,I,543,86
16F2E08692,3TW,II,736,313
76670B8B88,3TW,I,543,120
76670B8B88,3TW,II,736,327
912AAEFE58,3TW,I,274,231
ACBFBB3C0D,3TW,I,541,122
ACBFBB3C0D,3TW,II,736,304
BAE2ED1AB1,3TW,I,543,155
BAE2ED1AB1,3TW,II,736,229
DDE141B897,3TW,I,536,214
DDE141B897,3TW,II,733,466
843046F9C9,3TW,I,543,233
843046F9C9,3TW,II,736,348
5EF45F0346,3TW,I,536,153
5EF45F0346,3TW,II,733,322
E26D446AFC,3TW,I,536,29
E26D446AFC,3TW,II,732,202
0AEB44951B,3TW,I,535,143
0AEB44951B,3TW,II,723,353
BB8733CBED,3TW,I,542,69
BB8733CBED,3TW,II,733,263
C599144CA3,3TW,I,542,128
C599144CA3,3TW,II,733,313
0CAB948628,3TW,I,528,107
0CAB948628,3TW,II,715,203
A9C306C81D,3TW,I,534,189
A9C306C81D,3TW,II,715,305
70EC2F5365,3TW,I,542,100
70EC2F5365,3TW,II,733,212
0644E624AB,3TW,I,542,201
0644E624AB,3TW,II,733,414
D14E748152,3TW,I,542,133
D14E748152,3TW,II,733,299
F70F492F95,3TW,I,542,143
F70F492F95,3TW,II,733,441
8B99A1F16C,3TW,I,474,343
8B99A1F16C,3TW,II,494,443
6CB4AF60EE,3TW,I,542,178
6CB4AF60EE,3TW,II,733,266
E8B683F21B,3TW,I,542,64
E8B683F21B,3TW,II,733,295
D7D0EAC4B0,3TŻ,I,551,72
D7D0EAC4B0,3TŻ,II,664,190
A3C38A835C,3TŻ,I,551,107
A3C38A835C,3TŻ,II,664,214
B84E0B6A57,3TŻ,I,551,83
B84E0B6A57,3TŻ,II,664,180
4143E901F0,3TŻ,I,551,216
4143E901F0,3TŻ,II,664,338
D5DCB8DDBF,3TŻ,I,551,185
D5DCB8DDBF,3TŻ,II,664,280
6F9DD33F7F,3TŻ,I,551,120
6F9DD33F7F,3TŻ,II,664,278
211A0B0C89,3TŻ,I,551,44
211A0B0C89,3TŻ,II,664,160
8F2AF37D0F,3TŻ,I,551,167
8F2AF37D0F,3TŻ,II,664,323
56EDD0A39A,3TŻ,I,551,106
56EDD0A39A,3TŻ,II,664,331
9DFF6EE3BD,3TŻ,I,368,188
A93766A98C,3TŻ,I,551,161
A93766A98C,3TŻ,II,664,279
E04911FA86,3TŻ,I,551,129
E04911FA86,3TŻ,II,664,276
F4B12FE899,3TŻ,I,551,91
F4B12FE899,3TŻ,II,664,238
698B4CF901,3TŻ,I,552,104
698B4CF901,3TŻ,II,666,200
3F04D565F2,3TŻ,I,552,159
3F04D565F2,3TŻ,II,666,327
54A178C507,3TŻ,I,552,98
54A178C507,3TŻ,II,666,190
53C951AEB0,3TŻ,I,552,76
53C951AEB0,3TŻ,II,666,128
4B94DA2FCC,3TŻ,I,552,151
4B94DA2FCC,3TŻ,II,666,269
C61AFBB3DA,3TŻ,I,552,153
C61AFBB3DA,3TŻ,II,666,297
265EC65E02,3TŻ,I,552,213
265EC65E02,3TŻ,II,666,366
D4AFB7FBDD,3TŻ,I,552,22
D4AFB7FBDD,3TŻ,II,666,92
4B3B8679F8,3TŻ,I,552,85
4B3B8679F8,3TŻ,II,666,307
DA5549EDF3,3TŻ,I,552,32
DA5549EDF3,3TŻ,II,666,70
515055C608,3TŻ,I,552,88
515055C608,3TŻ,II,666,128
0BD2DF5F7A,3TŻ,I,552,96
0BD2DF5F7A,3TŻ,II,666,199
6F5E7B3666,3TŻ,I,552,98
6F5E7B3666,3TŻ,II,666,210
809530C18F,4TM5,I,410,44
809530C18F,4TM5,II,699,182
BF6AEF8C61,4TM5,I,403,46
BF6AEF8C61,4TM5,II,679,202
634A361DE2,4TM5,I,403,134
634A361DE2,4TM5,II,679,322
9EE013BC2A,4TM5,I,403,127
9EE013BC2A,4TM5,II,679,298
92FDDFBFA6,4TM5,I,410,145
92FDDFBFA6,4TM5,II,699,338
36C712836D,4TM5,I,403,74
36C712836D,4TM5,II,679,284
ABAF891FDF,4TM5,I,403,52
ABAF891FDF,4TM5,II,679,157
5F9041FF2E,4TM5,I,403,94
5F9041FF2E,4TM5,II,679,264
E0485821C4,4TM5,I,403,81
E0485821C4,4TM5,II,679,182
914E65548B,4TM5,I,403,67
914E65548B,4TM5,II,679,170
F9B70B42DE,4TM5,I,403,82
F9B70B42DE,4TM5,II,679,226
4377BA6D39,4TM5,I,401,143
4377BA6D39,4TM5,II,680,310
58C6C49BB3,4TM5,I,401,153
58C6C49BB3,4TM5,II,680,343
70D67517C5,4TM5,I,401,131
70D67517C5,4TM5,II,680,321
805DEAEF7F,4TM5,I,401,23
805DEAEF7F,4TM5,II,680,115
BCC2D2097C,4TM5,I,809,214
BCC2D2097C,4TM5,II,1380,502
4EB5ED671B,4TM5,I,408,109
4EB5ED671B,4TM5,II,700,264
C23F7A58D4,4TM5,I,401,111
C23F7A58D4,4TM5,II,680,241
A976A8F4A3,4TM5,I,401,207
A976A8F4A3,4TM5,II,680,338
50229D065B,4TR5,I,419,114
50229D065B,4TR5,II,721,401
13CE1DABEB,4TR5,I,429,118
13CE1DABEB,4TR5,II,738,187
46A969DD52,4TR5,I,429,151
46A969DD52,4TR5,II,738,330
0F4BB60648,4TR5,I,419,108
0F4BB60648,4TR5,II,721,317
5C6D35477D,4TR5,I,421,161
5C6D35477D,4TR5,II,721,259
EFA14EF01D,4TR5,I,429,134
EFA14EF01D,4TR5,II,738,339
41F56EF605,4TR5,I,421,167
41F56EF605,4TR5,II,721,218
D3891B2179,4TR5,I,429,71
D3891B2179,4TR5,II,738,223
4011B2C987,4TR5,I,429,113
4011B2C987,4TR5,II,738,300
55F0BD5C16,4TR5,I,429,68
55F0BD5C16,4TR5,II,738,326
B52D84287A,4TR5,I,429,148
B52D84287A,4TR5,II,738,413
833480A4AE,4TR5,I,429,48
833480A4AE,4TR5,II,738,223
A5DD142A01,4TR5,I,429,68
A5DD142A01,4TR5,II,738,203
1D9D01C457,4TR5,I,429,109
1D9D01C457,4TR5,II,738,270
0A5820F136,4TW5,I,396,80
0A5820F136,4TW5,II,687,324
F98002DD2C,4TW5,I,396,82
F98002DD2C,4TW5,II,687,218
A4308F8625,4TW5,I,406,139
A4308F8625,4TW5,II,707,447
BCDF4B5EE6,4TW5,I,406,115
BCDF4B5EE6,4TW5,II,707,208
3E9D14C704,4TW5,I,406,79
3E9D14C704,4TW5,II,707,161
1EC41D38ED,4TW5,I,396,27
1EC41D38ED,4TW5,II,687,201
143CD130AC,4TW5,I,396,79
143CD130AC,4TW5,II,687,319
AC16C22BDD,4TW5,I,396,70
AC16C22BDD,4TW5,II,687,269
63304A2953,4TW5,I,396,113
63304A2953,4TW5,II,687,382
9E86A0D961,4TW5,I,396,72
9E86A0D961,4TW5,II,687,195
61981B857B,4TW5,I,396,116
61981B857B,4TW5,II,687,362
D7DADAF72A,4TW5,I,396,32
D7DADAF72A,4TW5,II,685,237
BFCF86F28B,4TW5,I,406,91
BFCF86F28B,4TW5,II,705,236
0427C2D88E,4TW5,I,396,87
0427C2D88E,4TW5,II,685,325
B1071E9DB8,4TW5,I,396,108
B1071E9DB8,4TW5,II,685,295
BD9FD4EA6A,4TW5,I,406,149
BD9FD4EA6A,4TW5,II,705,315
06AAE9D41A,4TW5,I,406,82
06AAE9D41A,4TW5,II,705,213
F2011A4FA9,4TW5,I,396,169
F2011A4FA9,4TW5,II,685,458
D918AC2E73,4TW5,I,406,17
D918AC2E73,4TW5,II,705,69
868BCE38C8,4TW5,I,396,107
868BCE38C8,4TW5,II,685,270
86DD174670,4TW5,I,396,127
86DD174670,4TW5,II,685,292
14ED939C17,4TW5,I,406,25
14ED939C17,4TW5,II,705,145
27BA702978,4TŻ5,I,404,38
27BA702978,4TŻ5,II,700,163
8767095DDE,4TŻ5,I,404,65
8767095DDE,4TŻ5,II,700,322
069590C5EC,4TŻ5,I,399,146
069590C5EC,4TŻ5,II,56,56
C9477A3132,4TŻ5,I,399,64
C9477A3132,4TŻ5,II,681,414
ADF7C128AD,4TŻ5,I,399,142
ADF7C128AD,4TŻ5,II,681,430
8D3840E19A,4TŻ5,I,399,86
8D3840E19A,4TŻ5,II,681,177
4D4FDC4D2A,4TŻ5,I,399,71
4D4FDC4D2A,4TŻ5,II,681,337
098E54F2D6,4TŻ5,I,399,53
098E54F2D6,4TŻ5,II,681,353
C8DD5EAF9C,4TŻ5,I,399,43
C8DD5EAF9C,4TŻ5,II,681,252
8879A5BF84,4TŻ5,I,399,76
8879A5BF84,4TŻ5,II,681,284
FF82200A74,4TŻ5,I,399,113
FF82200A74,4TŻ5,II,681,253
22C34241E7,4TŻ5,I,399,105
22C34241E7,4TŻ5,II,681,404
1042F42DEB,4TŻ5,I,399,144
1042F42DEB,4TŻ5,II,681,260
41A63133E1,4TŻ5,I,399,131
41A63133E1,4TŻ5,II,681,256
143CF7F3FD,4TŻ5,I,399,122
143CF7F3FD,4TŻ5,II,681,296
B9EBD3E3C1,4TŻ5,I,399,149
B9EBD3E3C1,4TŻ5,II,681,333
BD9AE7DA74,4TŻ5,I,399,127
BD9AE7DA74,4TŻ5,II,681,276
EBDE48A309,4TŻ5,I,404,103
EBDE48A309,4TŻ5,II,700,200
EFFA4DE729,4TŻ5,I,399,91
EFFA4DE729,4TŻ5,II,681,363
DA41FA6CC6,5RŻ5,I,410,135
DA41FA6CC6,5RŻ5,II,339,138
F54B1333DB,5RŻ5,I,410,33
F54B1333DB,5RŻ5,II,339,95
0490095064,5RŻ5,I,404,145
0490095064,5RŻ5,II,339,169
E50314B097,5RŻ5,I,404,43
E50314B097,5RŻ5,II,339,79
7BE43D717C,5RŻ5,I,444,110
7BE43D717C,5RŻ5,II,351,125
B09CA92364,5RŻ5,I,444,19
B09CA92364,5RŻ5,II,351,85
DE218F00E2,5RŻ5,I,444,13
DE218F00E2,5RŻ5,II,351,82
2BA49A7C8B,5RŻ5,I,444,92
2BA49A7C8B,5RŻ5,II,351,102
66502486E7,5RŻ5,I,436,154
66502486E7,5RŻ5,II,339,184
710C25351D,5RŻ5,I,444,98
710C25351D,5RŻ5,II,351,110
4E6BB3D870,5RŻ5,I,410,180
4E6BB3D870,5RŻ5,II,339,165
A6CF67BD9C,5RŻ5,I,444,135
A6CF67BD9C,5RŻ5,II,351,171
68AE683B15,5RŻ5,I,430,63
68AE683B15,5RŻ5,II,339,82
4320458CF7,5RŻ5,I,410,192
4320458CF7,5RŻ5,II,339,165
4A5260C8A8,5RŻ5,I,444,105
4A5260C8A8,5RŻ5,II,351,114
AAFB3DEEC6,5RŻ5,I,418,127
AAFB3DEEC6,5RŻ5,II,351,129
BA84B0307B,5RŻ5,I,444,138
BA84B0307B,5RŻ5,II,351,203
24D99A2B7A,5RŻ5,I,444,202
24D99A2B7A,5RŻ5,II,351,260
0CD2C2F095,5RŻ5,I,418,53
0CD2C2F095,5RŻ5,II,351,128
0CE48860EC,5RŻ5,I,430,74
0CE48860EC,5RŻ5,II,339,113
EDBFEDF588,5RŻ5,I,410,79
EDBFEDF588,5RŻ5,II,339,155
A33AD07A65,5RŻ5,I,410,79
A33AD07A65,5RŻ5,II,339,137
2FCEEB36B4,5RŻ5,I,404,227
2FCEEB36B4,5RŻ5,II,339,241
148C0370A4,5RŻ5,I,418,152
148C0370A4,5RŻ5,II,351,156
2EBEDF82B0,5TM5,I,423,168
2EBEDF82B0,5TM5,II,341,165
5C6CD666D0,5TM5,I,423,165
5C6CD666D0,5TM5,II,341,229
880D7072AF,5TM5,I,423,99
880D7072AF,5TM5,II,341,181
A2B9CCBA47,5TM5,I,407,208
A2B9CCBA47,5TM5,II,341,290
61570FA665,5TM5,I,423,73
61570FA665,5TM5,II,341,137
22632D84EA,5TM5,I,426,71
22632D84EA,5TM5,II,352,148
03B870C824,5TM5,I,423,177
03B870C824,5TM5,II,341,161
0748FBFDF1,5TM5,I,423,198
0748FBFDF1,5TM5,II,341,197
D00D53FBB5,5TM5,I,423,175
D00D53FBB5,5TM5,II,341,183
9ADFEF334F,5TM5,I,423,91
9ADFEF334F,5TM5,II,341,146
C7B1ECD44B,5TM5,I,423,154
C7B1ECD44B,5TM5,II,341,196
3E20351F69,5TM5,I,423,181
3E20351F69,5TM5,II,341,217
7401216D63,5TM5,I,422,181
7401216D63,5TM5,II,341,236
70D1C5E5D0,5TM5,I,425,142
70D1C5E5D0,5TM5,II,352,175
B46655A1FC,5TM5,I,425,12
B46655A1FC,5TM5,II,352,92
9E8DAA8C13,5TM5,I,422,137
9E8DAA8C13,5TM5,II,341,198
4AFFD105F3,5TM5,I,422,161
4AFFD105F3,5TM5,II,341,212
BB6E69215D,5TM5,I,425,102
BB6E69215D,5TM5,II,352,175
B32B6054AC,5TM5,I,425,166
B32B6054AC,5TM5,II,352,140
FCA47D9B1F,5TM5,I,425,63
FCA47D9B1F,5TM5,II,352,136
AE5812FBE6,5TM5,I,422,206
AE5812FBE6,5TM5,II,341,211
59151983BF,5TM5,I,422,130
59151983BF,5TM5,II,341,120
C96A7542B5,5TM5,I,422,108
C96A7542B5,5TM5,II,341,142
B4C93EDD81,5TW5,I,455,138
