Dziennik,Data,Wpis,Liczba
4TMR,2022-12-09,obecność,65
4TMR,2022-12-09,nieobecność,31
4TMR,2022-12-12,nieob. uspraw.,80
4TMR,2022-12-12,obecność,60
4TMR,2022-12-13,nieobecność,24
4TMR,2022-12-13,spóźnienie,1
4TMR,2022-12-13,obecność,58
4TMR,2022-12-14,nieob. uspraw.,70
4TMR,2022-12-14,obecność,59
4TMR,2022-12-15,nieob. uspraw.,92
4TMR,2022-12-15,obecność,67
4TMR,2022-12-16,nieob. uspraw.,168
4TMR,2022-12-19,nieob. uspraw.,54
4TMR,2022-12-20,obecność,46
4TMR,2022-12-20,spóźnienie,7
4TMR,2022-12-21,obecność,34
4TMR,2022-12-21,nieobecność,24
4TMR,2022-12-21,nieob. uspraw.,124
4TMR,2022-12-22,obecność,110
4TMR,2023-01-02,obecność,87
4TMR,2023-01-03,obecność,94
4TMR,2023-01-04,obecność,104
4TMR,2023-01-04,spóźnienie,12
4TMR,2023-01-05,obecność,77
4TMR,2023-01-09,obecność,161
4TMR,2023-01-10,obecność,84
4TMR,2023-01-11,nieobecność,20
4TMR,2023-01-11,obecność,103
4TMR,2023-01-12,obecność,115
4TMR,2023-01-13,nieobecność,32
4TMR,2023-01-13,obecność,41
4TMR,2023-01-16,nieob. uspraw.,25
4TMR,2023-01-16,obecność,98
4TMR,2023-01-17,spóźnienie,3
4TMR,2023-01-17,nieobecność,26
4TMR,2023-01-17,obecność,89
4TMR,2023-01-18,obecność,81
4TMR,2023-01-19,obecność,62
4TMR,2023-01-20,obecność,93
4TMR,2023-01-20,spóźnienie,3
4TMR,2023-01-20,zwolniony,7
4TMR,2023-01-23,obecność,91
4TMR,2023-01-24,spóźnienie,4
4TMR,2023-01-24,obecność,117
4TMR,2023-01-25,obecność,118
4TMR,2023-01-26,obecność,109
4TMR,2023-01-26,spóźnienie,2
4TMR,2023-01-27,obecność,119
4TMR,2023-01-30,nieob. uspraw.,25
4TMR,2023-01-30,obecność,96
4TMR,2023-01-31,nieob. uspraw.,19
4TMR,2023-02-01,obecność,129
4TMR,2023-02-02,obecność,109
4TMR,2023-02-03,nieob. uspraw.,68
4TMR,2023-02-03,obecność,95
4TMR,2023-02-06,obecność,62
4TMR,2023-02-07,obecność,96
4TMR,2023-02-08,obecność,128
4TMR,2023-02-09,obecność,107
4TMR,2023-02-10,obecność,117
4TMR,2023-02-27,obecność,101
4TMR,2023-02-28,obecność,92
4TMR,2023-03-01,obecność,94
4TMR,2023-03-01,nieobecność,27
4TMR,2023-03-02,obecność,80
4TMR,2023-03-02,spóźnienie,5
4TMR,2023-03-03,obecność,97
4TMR,2023-03-03,nieobecność,24
4TMR,2023-03-03,spóźnienie,3
4TMR,2023-03-06,obecność,92
4TMR,2023-03-07,obecność,99
4TMR,2023-03-08,obecność,132
4TMR,2023-03-09,spóźnienie,8
4TMR,2023-03-09,obecność,87
4TMR,2023-03-10,obecność,105
4TMR,2023-03-10,nieobecność,26
4TMR,2023-03-13,spóźnienie,12
4TMR,2023-03-13,obecność,100
4TMR,2023-03-14,obecność,58
4TMR,2023-03-15,obecność,54
4TMR,2023-03-15,nieobecność,34
4TMR,2023-03-16,nieob. uspraw.,64
4TMR,2023-03-17,obecność,80
4TMR,2023-03-20,obecność,73
4TMR,2023-03-21,nieob. uspraw.,46
4TMR,2023-03-22,obecność,113
4TMR,2023-03-23,obecność,55
4TMR,2023-03-24,obecność,72
4TMR,2023-03-27,nieob. uspraw.,84
4TMR,2023-03-28,nieob. uspraw.,30
4TMR,2023-03-29,nieob. uspr. p.s.,14
4TMR,2023-03-30,nieob. uspraw.,24
4TMR,2023-03-31,nieob. uspraw.,67
4TMR,2023-04-03,obecność,88
4TMR,2023-04-04,spóźnienie,1
4TMR,2023-04-04,obecność,27
4TMR,2023-04-05,obecność,35
4TMR,2023-04-12,nieob. uspraw.,86
4TMR,2023-04-12,obecność,25
4TMR,2023-04-13,nieobecność,37
4TMR,2023-04-13,spóźnienie,5
4TMR,2023-04-13,obecność,58
4TMR,2023-04-14,nieob. uspraw.,152
4TMR,2023-04-17,nieob. uspraw.,96
4TMR,2023-04-18,nieob. uspraw.,144
4TMR,2023-04-19,nieob. uspraw.,112
4TMR,2023-04-20,nieob. uspraw.,152
4TMR,2023-04-21,nieob. uspraw.,100
4TMR,2023-04-24,nieob. uspraw.,120
4TMR,2023-04-25,nieob. uspraw.,160
4TMR,2023-04-26,nieob. uspraw.,154
4TMR,2023-04-27,obecność,56
4TMR,2023-04-28,obecność,138
4TMR,2022-09-02,nieobecność,62
4TMR,2022-09-05,nieobecność,9
4TMR,2022-09-07,nieob. uspraw.,23
4TMR,2022-09-14,spóźnienie,11
4TMR,2022-09-14,nieobecność,12
4TMR,2022-09-15,nieobecność,14
4TMR,2022-09-15,spóźnienie,12
4TMR,2022-09-20,nieobecność,5
4TMR,2022-09-21,obecność,77
4TMR,2022-09-22,nieob. uspraw.,51
4TMR,2022-09-28,spóźnienie,17
4TMR,2022-09-29,spóźnienie,14
4TMR,2022-10-04,nieob. uspraw.,36
4TMR,2022-10-06,spóźnienie,6
4TMR,2022-10-06,nieobecność,19
4TMR,2022-10-07,obecność,65
4TMR,2022-10-10,spóźnienie,5
4TMR,2022-10-11,nieobecność,18
4TMR,2022-10-13,nieobecność,57
4TMR,2022-10-25,nieob. uspraw.,16
4TMR,2022-10-26,nieob. uspraw.,39
4TMR,2022-10-27,nieobecność,29
4TMR,2022-11-18,nieobecność,49
4TMR,2022-11-21,nieobecność,24
4TMR,2022-11-23,obecność,95
4TMR,2022-11-24,nieobecność,27
4TMR,2022-11-28,nieobecność,14
4TMR,2022-11-29,nieobecność,3
4TMR,2022-11-29,spóźnienie,6
4TMR,2022-12-02,obecność,29
4TMR,2022-12-09,nieob. uspraw.,81
4TMR,2022-12-14,zwolniony,1
4TMR,2022-12-19,obecność,70
4TMR,2022-12-20,nieobecność,17
4TMR,2023-01-04,nieob. uspraw.,45
4TMR,2023-01-05,spóźnienie,7
4TMR,2023-01-16,zwolniony,2
4TMR,2023-01-18,nieob. uspr. p.s.,39
4TMR,2023-01-20,nieobecność,31
4TMR,2023-01-23,zwolniony,1
4TMR,2023-01-31,obecność,101
4TMR,2023-02-01,nieob. uspraw.,16
4TMR,2023-02-03,nieobecność,21
4TMR,2023-02-06,nieob. uspraw.,72
4TMR,2023-02-07,spóźnienie,6
4TMR,2023-02-28,nieob. uspraw.,21
4TMR,2023-03-06,nieobecność,21
4TMR,2023-03-07,nieobecność,13
4TMR,2023-03-08,spóźnienie,2
4TMR,2023-03-10,nieob. uspraw.,49
4TMR,2023-03-16,obecność,20
4TMR,2023-03-17,nieobecność,13
4TMR,2023-03-17,spóźnienie,4
4TMR,2023-03-21,obecność,35
4TMR,2023-03-22,nieob. uspraw.,31
4TMR,2023-03-22,zwolniony,4
4TMR,2023-03-23,spóźnienie,3
4TMR,2023-03-23,zwolniony,5
4TMR,2023-03-24,nieobecność,21
4TMR,2023-03-28,spóźnienie,11
4TMR,2023-03-28,obecność,68
4TMR,2023-03-29,obecność,86
4TMR,2023-03-29,spóźnienie,9
4TMR,2023-03-29,nieobecność,21
4TMR,2023-03-30,obecność,80
4TMR,2023-03-30,nieobecność,33
4TMR,2023-03-31,nieobecność,35
4TMR,2023-03-31,obecność,76
4TMR,2023-04-03,spóźnienie,3
4TMR,2023-04-03,nieobecność,17
4TMR,2023-04-04,nieob. uspraw.,110
4TMR,2023-04-05,nieob. uspraw.,105
4TMR,2023-04-12,nieobecność,50
4TMR,2023-04-27,nieob. uspraw.,128
4TMR,2022-09-02,obecność,51
4TMR,2022-09-06,obecność,114
4TMR,2022-09-06,nieobecność,17
4TMR,2022-09-07,nieob. uspr. p.s.,4
4TMR,2022-09-08,nieobecność,32
4TMR,2022-09-09,nieobecność,18
4TMR,2022-09-16,nieob. uspr. p.s.,17
4TMR,2022-09-16,nieobecność,25
4TMR,2022-09-19,nieobecność,7
4TMR,2022-09-20,spóźnienie,2
4TMR,2022-09-21,nieob. uspr. p.s.,6
4TMR,2022-09-26,nieob. uspraw.,41
4TMR,2022-09-27,nieob. uspraw.,30
4TMR,2022-09-28,nieob. uspraw.,14
4TMR,2022-09-29,nieobecność,17
4TMR,2022-09-30,nieobecność,33
4TMR,2022-10-04,nieobecność,27
4TMR,2022-10-05,nieobecność,22
4TMR,2022-10-10,nieobecność,15
4TMR,2022-10-17,nieobecność,31
4TMR,2022-10-18,spóźnienie,1
4TMR,2022-10-20,nieobecność,9
4TMR,2022-10-20,spóźnienie,12
4TMR,2022-10-21,nieobecność,12
4TMR,2022-10-25,nieobecność,8
4TMR,2022-10-25,nieob. uspr. p.s.,6
4TMR,2022-10-26,nieobecność,16
4TMR,2022-10-27,spóźnienie,6
4TMR,2022-10-28,spóźnienie,5
4TMR,2022-11-08,spóźnienie,6
4TMR,2022-11-08,nieob. uspr. p.s.,7
4TMR,2022-11-15,nieob. uspraw.,20
4TMR,2022-11-17,nieob. uspraw.,14
4TMR,2022-11-21,nieob. uspraw.,24
4TMR,2022-11-22,nieobecność,10
4TMR,2022-11-22,spóźnienie,3
4TMR,2022-11-28,spóźnienie,8
4TMR,2022-11-29,nieob. uspraw.,22
4TMR,2022-11-30,spóźnienie,5
4TMR,2022-12-02,nieobecność,8
4TMR,2022-12-05,nieob. uspraw.,29
4TMR,2022-12-07,nieobecność,7
4TMR,2022-12-08,nieobecność,25
4TMR,2022-12-13,nieob. uspraw.,32
4TMR,2022-12-19,nieobecność,14
4TMR,2022-12-20,nieob. uspraw.,68
4TMR,2023-01-02,nieob. uspraw.,40
4TMR,2023-01-03,spóźnienie,5
4TMR,2023-01-05,nieobecność,9
4TMR,2023-01-10,nieob. uspraw.,36
4TMR,2023-01-13,nieob. uspraw.,83
4TMR,2023-01-19,nieob. uspraw.,45
4TMR,2023-01-20,nieob. uspraw.,50
4TMR,2023-01-23,nieobecność,16
4TMR,2023-01-26,nieob. uspraw.,16
4TMR,2023-01-27,nieob. uspraw.,38
4TMR,2023-01-31,nieobecność,14
4TMR,2023-01-31,spóźnienie,4
4TMR,2023-02-01,nieobecność,14
4TMR,2023-02-02,nieobecność,16
4TMR,2023-02-07,nieobecność,13
4TMR,2023-02-10,nieob. uspraw.,50
4TMR,2023-02-27,nieobecność,14
4TMR,2023-02-28,spóźnienie,11
4TMR,2023-03-02,nieobecność,15
4TMR,2023-03-03,nieob. uspraw.,59
4TMR,2023-03-06,nieob. uspraw.,15
4TMR,2023-03-09,nieob. uspraw.,37
4TMR,2023-03-13,nieob. uspraw.,18
4TMR,2023-03-14,nieobecność,16
4TMR,2023-03-15,nieob. uspraw.,66
4TMR,2023-03-20,spóźnienie,10
4TMR,2023-03-22,spóźnienie,6
4TMR,2023-03-23,nieob. uspraw.,67
4TMR,2023-03-24,nieob. uspraw.,45
4TMR,2023-03-29,nieob. uspraw.,29
4TMR,2023-04-13,nieob. uspraw.,61
4TMR,2022-09-08,nieob. uspraw.,42
4TMR,2022-09-09,nieob. uspraw.,48
4TMR,2022-09-12,nieob. uspraw.,43
4TMR,2022-09-16,nieob. uspraw.,58
4TMR,2022-09-23,nieob. uspraw.,63
4TMR,2022-10-03,nieob. uspraw.,32
4TMR,2022-10-05,nieob. uspraw.,49
4TMR,2022-10-06,nieob. uspraw.,58
4TMR,2022-10-17,spóźnienie,9
4TMR,2022-10-17,nieob. uspraw.,14
4TMR,2022-10-18,nieob. uspraw.,9
4TMR,2022-10-24,spóźnienie,4
4TMR,2022-10-27,nieob. uspraw.,29
4TMR,2022-10-28,nieob. uspraw.,37
4TMR,2022-11-03,nieob. uspraw.,31
4TMR,2022-11-07,nieob. uspraw.,5
4TMR,2022-11-09,spóźnienie,4
4TMR,2022-11-10,nieob. uspraw.,12
4TMR,2022-11-16,spóźnienie,2
4TMR,2022-11-23,nieob. uspraw.,20
4TMR,2022-11-24,nieob. uspraw.,23
4TMR,2022-11-25,nieob. uspraw.,36
4TMR,2022-11-28,nieob. uspraw.,26
4TMR,2022-11-30,nieob. uspraw.,25
4TMR,2022-12-07,spóźnienie,9
4TMR,2022-12-15,spóźnienie,4
4TMR,2023-01-02,spóźnienie,3
4TMR,2023-01-03,nieob. uspraw.,30
4TMR,2023-01-04,zwolniony,8
4TMR,2023-01-10,nieobecność,14
4TMR,2023-01-11,nieob. uspraw.,61
4TMR,2023-01-13,spóźnienie,5
4TMR,2023-01-16,nieobecność,13
4TMR,2023-01-27,nieobecność,26
4TMR,2023-02-10,nieobecność,14
4TMR,2023-02-27,nieob. uspraw.,18
4TMR,2023-02-28,nieobecność,13
4TMR,2023-03-02,zwolniony,1
4TMR,2023-03-06,spóźnienie,7
4TMR,2023-03-17,nieob. uspraw.,40
4TMR,2023-03-20,nieobecność,5
4TMR,2023-03-22,nieobecność,7
4TMR,2023-03-28,nieobecność,6
4TMR,2023-04-03,nieob. uspraw.,30
4TMR,2022-09-07,nieobecność,2
4TMR,2022-09-09,spóźnienie,3
4TMR,2022-09-12,nieobecność,3
4TMR,2022-09-13,nieobecność,9
4TMR,2022-09-13,spóźnienie,3
4TMR,2022-09-19,nieob. uspraw.,20
4TMR,2022-09-20,nieob. uspraw.,39
4TMR,2022-09-21,spóźnienie,1
4TMR,2022-09-22,nieobecność,17
4TMR,2022-09-26,nieobecność,9
4TMR,2022-09-28,nieobecność,8
4TMR,2022-10-03,nieobecność,17
4TMR,2022-10-12,spóźnienie,3
4TMR,2022-10-18,nieobecność,8
4TMR,2022-11-02,nieobecność,13
4TMR,2022-11-04,nieobecność,28
4TMR,2022-11-07,nieobecność,16
4TMR,2022-12-01,nieobecność,23
4TMR,2022-12-01,spóźnienie,4
4TMR,2022-12-15,nieobecność,20
4TMR,2022-12-16,nieobecność,8
4TMR,2023-01-02,nieobecność,8
4TMR,2023-01-18,nieobecność,29
4TMR,2023-01-19,nieobecność,2
4TMR,2023-01-19,spóźnienie,6
4TMR,2023-01-23,spóźnienie,4
4TMR,2023-01-24,nieobecność,5
4TMR,2023-01-25,nieobecność,24
4TMR,2023-01-26,nieobecność,11
4TMR,2023-01-30,nieobecność,13
4TMR,2023-02-01,spóźnienie,2
4TMR,2023-02-09,nieobecność,10
4TMR,2023-02-09,spóźnienie,2
4TMR,2023-03-08,nieob. uspraw.,15
4TMR,2023-03-09,nieobecność,6
4TMR,2023-03-13,nieobecność,8
4TMR,2023-03-21,nieobecność,11
4TMR,2023-03-27,nieobecność,19
4TMR,2023-04-05,nieobecność,21
4TMR,2023-04-14,nieobecność,24
4TMR,2023-04-17,nieobecność,24
4TMR,2023-04-18,nieobecność,24
4TMR,2023-04-19,nieobecność,21
4TMR,2023-04-20,nieobecność,24
4TMR,2022-09-29,nieob. uspraw.,36
4TMR,2022-10-10,nieob. uspraw.,26
4TMR,2022-10-11,nieob. uspraw.,17
4TMR,2022-10-12,nieob. uspraw.,12
4TMR,2022-10-19,nieob. uspraw.,6
4TMR,2022-10-20,nieob. uspraw.,14
4TMR,2022-10-21,nieob. uspraw.,24
4TMR,2022-10-24,nieob. uspraw.,18
4TMR,2022-11-04,nieob. uspraw.,40
4TMR,2022-11-08,spóźn. uspr.,1
4TMR,2022-11-09,nieob. uspraw.,13
4TMR,2022-11-10,spóźn. uspr.,1
4TMR,2022-11-29,spóźn. uspr.,1
4TMR,2022-12-01,spóźn. uspr.,1
4TMR,2022-12-15,spóźn. uspr.,1
4TMR,2023-01-05,nieob. uspraw.,21
4TMR,2023-01-17,nieob. uspraw.,20
4TMR,2023-01-18,nieob. uspraw.,34
4TMR,2023-01-23,nieob. uspraw.,26
4TMR,2023-02-02,nieob. uspraw.,12
4TMR,2023-02-07,nieob. uspraw.,23
4TMR,2023-02-08,nieob. uspraw.,22
4TMR,2023-02-09,nieob. uspraw.,19
4TMR,2023-03-01,nieob. uspraw.,38
4TMR,2023-03-02,nieob. uspraw.,35
4TMR,2023-03-07,nieob. uspraw.,25
4TMR,2023-03-17,spóźn. uspr.,1
4TMR,2023-03-20,nieob. uspraw.,50
4TMR,2023-03-23,spóźn. uspr.,1
4TMR,2023-03-29,spóźn. uspr.,2
4TMR,2022-09-05,spóźnienie,1
4TMR,2022-09-14,nieob. uspraw.,25
4TMR,2022-09-15,nieob. uspraw.,32
4TMR,2022-09-27,spóźnienie,2
4TMR,2022-10-19,spóźnienie,1
4TMR,2022-10-25,spóźnienie,2
4TMR,2022-11-14,nieobecność,16
4TMR,2022-11-21,spóźnienie,4
4TMR,2022-11-30,nieobecność,9
4TMR,2022-12-05,spóźnienie,1
4TMR,2022-12-05,nieobecność,17
4TMR,2023-01-03,nieobecność,9
4TMR,2023-01-25,nieob. uspraw.,17
4TMR,2023-01-30,spóźnienie,3
4TMR,2023-02-06,spóźnienie,2
4TMR,2023-02-08,nieobecność,11
4TMR,2023-02-27,spóźnienie,3
4TMR,2023-03-10,spóźnienie,1
4TMR,2023-03-10,zwolniony,3
4TMR,2023-03-14,nieob. uspraw.,41
4TMR,2023-03-15,zwolniony,6
4TMR,2023-03-16,nieobecność,8
4TMR,2023-03-30,spóźnienie,1
4TMR,2023-03-31,spóźnienie,2
4TMR,2022-09-21,nieobecność,6
4TMR,2022-09-22,nieob. uspr. p.s.,11
4TMR,2022-09-27,nieob. uspr. p.s.,4
4TMR,2022-10-05,spóźnienie,2
4TMR,2022-11-07,spóźnienie,2
4TMR,2022-11-08,nieobecność,1
4TMR,2022-11-17,nieobecność,8
4TMR,2023-01-10,spóźnienie,3
4TMR,2023-03-23,nieobecność,7
4TMR,2023-03-27,spóźnienie,2
4TMR,2023-03-27,obecność,32
4TMR,2022-09-06,nieob. uspr. p.s.,3
4TMR,2022-09-08,nieob. uspr. p.s.,1
4TMR,2022-10-18,spóźn. uspr.,1
4TMR,2022-10-19,spóźn. uspr.,1
4TMR,2022-10-20,spóźn. uspr.,1
4TMR,2022-10-27,spóźn. uspr.,1
4TMR,2022-10-28,spóźn. uspr.,2
4TMR,2022-11-02,spóźn. uspr.,1
4TMR,2022-11-03,spóźn. uspr.,3
4TMR,2022-12-12,nieobecność,17
4TMR,2023-01-05,nieob. uspr. p.s.,1
4TMR,2023-02-02,spóźn. uspr.,1
4TMR,2023-02-10,spóźnienie,3
4TMR,2023-02-27,nieob. uspr. p.s.,2
4TMR,2023-03-01,nieob. uspr. p.s.,2
4TMR,2023-03-02,nieob. uspr. p.s.,2
4TMR,2023-03-06,nieob. uspr. p.s.,1
4TMR,2023-03-07,nieob. uspr. p.s.,1
4TMR,2023-03-08,nieob. uspr. p.s.,2
4TMR,2023-04-19,obecność,28
4TMR,2022-11-15,nieobecność,11
4TMR,2022-11-23,spóźnienie,2
4TMR,2022-12-12,spóźnienie,3
4TMR,2023-03-08,nieobecność,10
4TMR,2022-09-05,nieob. uspraw.,7
4TMR,2022-09-16,spóźnienie,1
4TMR,2022-09-19,spóźn. uspr.,1
4TMR,2022-11-08,nieob. uspraw.,10
4TMR,2022-11-18,nieob. uspraw.,7
4TMR,2022-12-07,nieob. uspraw.,12
4TMR,2022-12-08,nieob. uspraw.,5
4TMR,2023-01-04,nieob. uspr. p.s.,2
4TMR,2023-01-24,nieob. uspraw.,12
4TMR,2022-11-14,nieob. uspr. p.s.,11
4TMR,2022-12-16,obecność,8
4TMR,2023-04-24,obecność,18
4TMR,2023-04-25,obecność,24
4TMR,2022-09-29,nieob. uspr. p.s.,1
4TMR,2023-01-04,nieobecność,13
4TMR,2023-01-18,spóźnienie,1
4TMR,2023-02-28,spóźn. uspr.,1
4TMR,2023-03-06,spóźn. uspr.,1
4TMR,2023-03-31,zwolniony,4
4TMR,2022-09-13,nieob. uspr. p.s.,2
4TMR,2022-09-14,nieob. uspr. p.s.,6
4TMR,2022-09-15,nieob. uspr. p.s.,2
4TMR,2022-10-17,nieob. uspr. p.s.,2
4TMR,2022-10-26,obecność,7
4TMR,2022-11-22,nieob. uspraw.,16
4TMR,2022-12-22,nieob. uspraw.,5
4TMR,2023-01-25,nieob. uspr. p.s.,2
4TMR,2023-04-18,obecność,16
4TMR,2023-04-20,obecność,8
4TMR,2022-09-12,spóźnienie,1
4TMR,2022-09-26,spóźnienie,1
4TMR,2022-11-16,nieobecność,2
4TMR,2022-12-14,nieobecność,4
4TMR,2023-02-06,nieobecność,2
4TMR,2023-04-21,nieobecność,9
4TMR,2023-01-10,zwolniony,1
4TMR,2023-03-06,zwolniony,1
4TMR,2023-04-14,obecność,8
4TMR,2022-10-11,spóźnienie,1
4TMR,2022-10-13,spóźnienie,5
4TMR,2022-10-20,zwolniony,1
4TMR,2022-11-22,nieob. uspr. p.s.,1
4TMR,2022-12-14,nieob. uspr. p.s.,3
4TMR,2022-10-07,spóźnienie,2
4TMR,2022-12-14,spóźnienie,1
4TMR,2023-03-27,zwolniony,1
4TMR,2023-04-17,obecność,18
4TMR,2022-10-03,nieob. uspr. p.s.,1
4TMR,2022-10-05,nieob. uspr. p.s.,2
4TMR,2022-10-24,nieob. uspr. p.s.,1
4TMR,2022-11-02,nieob. uspr. p.s.,1
4TMR,2022-11-07,nieob. uspr. p.s.,1
4TMR,2022-11-16,nieob. uspr. p.s.,2
4TMR,2022-11-21,nieob. uspr. p.s.,2
4TMR,2022-11-23,nieob. uspr. p.s.,3
4TMR,2022-11-28,nieob. uspr. p.s.,3
4TMR,2022-12-05,nieob. uspr. p.s.,1
4TMR,2022-12-07,nieob. uspr. p.s.,2
4TMR,2022-12-12,nieob. uspr. p.s.,1
4TMR,2022-12-21,nieob. uspr. p.s.,2
4TMR,2023-01-27,nieob. uspr. p.s.,1
4TMR,2023-01-30,nieob. uspr. p.s.,1
4TMR,2023-03-03,nieob. uspr. p.s.,1
4TMR,2023-03-15,nieob. uspr. p.s.,1
4TMR,2023-04-21,obecność,6
4TMR,2023-04-26,obecność,7
4TMR,2022-12-06,nieobecność,2
4TR,2022-09-01,obecność,136
4TR,2022-09-02,nieob. uspraw.,46
4TR,2022-09-05,nieob. uspraw.,7
4TR,2022-09-06,obecność,106
4TR,2022-09-07,obecność,102
4TR,2022-09-08,obecność,94
4TR,2022-09-09,obecność,112
4TR,2022-09-12,obecność,68
4TR,2022-09-13,obecność,91
4TR,2022-09-13,spóźn. uspr.,1
4TR,2022-09-14,obecność,81
4TR,2022-09-14,spóźn. uspr.,1
4TR,2022-09-15,obecność,105
4TR,2022-09-16,obecność,114
4TR,2022-09-19,obecność,90
4TR,2022-09-20,obecność,58
4TR,2022-09-20,nieob. uspraw.,24
4TR,2022-09-21,nieob. uspraw.,42
4TR,2022-09-22,obecność,55
4TR,2022-09-23,nieob. uspraw.,56
4TR,2022-09-26,obecność,53
4TR,2022-09-27,obecność,66
4TR,2022-09-28,obecność,80
4TR,2022-09-29,obecność,66
4TR,2022-09-30,obecność,103
4TR,2022-10-03,nieob. uspraw.,21
4TR,2022-10-03,obecność,68
4TR,2022-10-04,obecność,50
4TR,2022-10-04,nieob. uspr. p.s.,8
4TR,2022-10-05,obecność,64
4TR,2022-10-06,obecność,64
4TR,2022-10-07,obecność,119
4TR,2022-10-10,obecność,70
4TR,2022-10-11,nieob. uspraw.,14
4TR,2022-10-11,spóźn. uspr.,1
4TR,2022-10-11,obecność,76
4TR,2022-10-12,obecność,82
4TR,2022-10-13,obecność,54
4TR,2022-10-17,obecność,65
4TR,2022-10-18,obecność,93
4TR,2022-10-19,obecność,81
4TR,2022-10-20,obecność,53
4TR,2022-10-21,obecność,112
4TR,2022-10-24,obecność,73
4TR,2022-10-25,obecność,79
4TR,2022-10-26,obecność,89
4TR,2022-10-27,nieob. uspraw.,17
