Dziennik,Data,Wpis,Liczba
1TMR,2024-02-15,obecność,154
1TMR,2024-02-16,obecność,177
1TMR,2024-02-19,obecność,171
1TMR,2024-02-20,obecność,104
1TMR,2024-02-20,nieob. uspraw.,85
1TMR,2024-02-21,obecność,146
1TMR,2024-02-22,obecność,157
1TMR,2024-02-23,obecność,140
1TMR,2024-02-26,obecność,160
1TMR,2024-02-27,obecność,164
1TMR,2024-02-28,obecność,149
1TMR,2024-02-29,obecność,130
1TMR,2024-03-01,obecność,105
1TMR,2024-03-04,obecność,162
1TMR,2024-03-05,obecność,170
1TMR,2024-03-06,obecność,129
1TMR,2024-03-07,obecność,112
1TMR,2024-03-08,obecność,113
1TMR,2024-03-11,obecność,164
1TMR,2024-03-12,obecność,147
1TMR,2024-03-13,obecność,145
1TMR,2024-03-14,obecność,149
1TMR,2024-03-15,obecność,170
1TMR,2024-03-18,obecność,149
1TMR,2024-03-18,nieob. uspr. p.s.,8
1TMR,2024-03-19,obecność,162
1TMR,2024-03-20,nieob. uspraw.,140
1TMR,2024-03-21,nieob. uspraw.,163
1TMR,2024-03-22,obecność,77
1TMR,2024-03-25,obecność,183
1TMR,2024-03-26,nieob. uspraw.,13
1TMR,2024-03-26,obecność,108
1TMR,2024-03-27,nieob. uspraw.,51
1TMR,2024-04-03,obecność,173
1TMR,2024-04-04,obecność,143
1TMR,2024-04-08,obecność,142
1TMR,2024-04-09,obecność,124
1TMR,2024-04-10,obecność,177
1TMR,2024-04-10,nieob. uspr. p.s.,4
1TMR,2024-04-11,nieob. uspr. p.s.,3
1TMR,2024-04-12,obecność,78
1TMR,2024-04-15,obecność,147
1TMR,2024-04-16,obecność,139
1TMR,2024-04-17,obecność,175
1TMR,2024-04-18,obecność,140
1TMR,2024-04-19,obecność,136
1TMR,2024-04-22,nieob. uspraw.,23
1TMR,2024-04-23,obecność,142
1TMR,2024-04-24,obecność,167
1TMR,2024-04-25,obecność,118
1TMR,2024-04-26,obecność,185
1TMR,2024-05-06,obecność,146
1TMR,2024-05-07,obecność,120
1TMR,2024-05-07,nieob. uspraw.,22
1TMR,2024-05-08,obecność,122
1TMR,2024-05-09,nieob. uspraw.,27
1TMR,2024-05-10,nieob. uspraw.,22
1TMR,2024-05-13,obecność,131
1TMR,2024-05-14,nieob. uspraw.,25
1TMR,2024-05-15,obecność,136
1TMR,2024-05-15,nieob. uspr. p.s.,4
1TMR,2024-05-16,obecność,88
1TMR,2024-05-17,obecność,64
1TMR,2024-05-20,obecność,161
1TMR,2024-05-22,nieob. uspraw.,40
1TMR,2024-05-23,nieob. uspraw.,29
1TMR,2024-05-24,obecność,185
1TMR,2024-05-27,obecność,115
1TMR,2024-05-28,obecność,126
1TMR,2024-05-28,nieob. uspraw.,64
1TMR,2024-05-29,obecność,94
1TMR,2024-05-29,spóźnienie,2
1TMR,2024-06-03,obecność,103
1TMR,2024-06-04,nieob. uspraw.,63
1TMR,2024-06-05,obecność,139
1TMR,2024-06-06,obecność,71
1TMR,2024-06-07,obecność,88
1TMR,2024-06-10,nieob. uspraw.,69
1TMR,2024-06-11,nieob. uspraw.,160
1TMR,2024-06-12,nieob. uspraw.,94
1TMR,2024-06-12,obecność,26
1TMR,2024-06-17,nieob. uspraw.,156
1TMR,2024-06-18,nieob. uspraw.,138
1TMR,2024-06-19,nieob. uspraw.,138
1TMR,2024-06-20,nieob. uspraw.,158
1TMR,2024-06-21,obecność,168
1TMR,2023-09-27,nieobecność,4
1TMR,2023-10-04,nieob. uspraw.,18
1TMR,2023-10-11,nieobecność,6
1TMR,2023-10-17,nieob. uspraw.,31
1TMR,2023-11-06,nieob. uspraw.,12
1TMR,2023-11-07,nieob. uspraw.,18
1TMR,2023-11-08,nieob. uspraw.,22
1TMR,2023-11-13,obecność,170
1TMR,2023-11-17,obecność,154
1TMR,2023-11-22,nieob. uspraw.,30
1TMR,2023-11-23,nieob. uspraw.,91
1TMR,2023-11-30,nieob. uspraw.,32
1TMR,2023-12-05,nieob. uspraw.,20
1TMR,2023-12-07,nieob. uspraw.,20
1TMR,2023-12-14,nieob. uspraw.,80
1TMR,2024-01-02,obecność,135
1TMR,2024-01-03,nieobecność,2
1TMR,2024-01-04,nieobecność,4
1TMR,2024-01-08,nieobecność,3
1TMR,2024-01-10,nieob. uspraw.,60
1TMR,2024-01-11,obecność,95
1TMR,2024-01-11,nieobecność,1
1TMR,2024-02-01,nieob. uspraw.,14
1TMR,2024-02-02,nieob. uspraw.,25
1TMR,2024-02-05,nieobecność,4
1TMR,2024-02-06,nieobecność,5
1TMR,2024-02-07,nieob. uspraw.,9
1TMR,2024-02-09,nieob. uspraw.,153
1TMR,2024-02-12,nieob. uspraw.,16
1TMR,2024-03-01,nieob. uspraw.,80
1TMR,2024-03-05,nieobecność,1
1TMR,2024-03-06,nieob. uspraw.,39
1TMR,2024-03-08,nieob. uspraw.,72
1TMR,2024-03-12,nieob. uspraw.,31
1TMR,2024-03-13,nieobecność,2
1TMR,2024-03-22,nieob. uspraw.,91
1TMR,2024-03-26,nieobecność,15
1TMR,2024-04-04,nieobecność,1
1TMR,2024-04-05,obecność,110
1TMR,2024-04-05,nieobecność,2
1TMR,2024-04-08,nieob. uspraw.,39
1TMR,2024-04-11,nieob. uspraw.,34
1TMR,2024-04-12,nieob. uspraw.,98
1TMR,2024-04-15,nieobecność,13
1TMR,2024-04-22,nieobecność,22
1TMR,2024-05-07,nieobecność,26
1TMR,2024-05-08,nieob. uspraw.,34
1TMR,2024-05-09,obecność,105
1TMR,2024-05-16,nieobecność,15
1TMR,2024-05-17,nieob. uspraw.,128
1TMR,2024-05-23,obecność,89
1TMR,2024-05-29,nieob. uspraw.,96
1TMR,2024-06-03,nieob. uspraw.,61
1TMR,2024-06-04,obecność,123
1TMR,2024-06-05,nieob. uspraw.,52
1TMR,2024-06-06,nieob. uspraw.,48
1TMR,2024-06-13,nieob. uspraw.,108
1TMR,2024-06-14,nieob. uspraw.,153
1TMR,2023-09-14,nieob. uspr. p.s.,1
1TMR,2023-09-18,nieob. uspr. p.s.,5
1TMR,2023-10-06,nieob. uspraw.,24
1TMR,2023-10-19,spóźnienie,11
1TMR,2023-10-31,obecność,121
1TMR,2023-11-02,nieob. uspraw.,48
1TMR,2023-11-03,nieob. uspraw.,48
1TMR,2023-11-10,obecność,152
1TMR,2023-11-24,nieobecność,2
1TMR,2023-11-28,spóźnienie,1
1TMR,2024-01-09,nieobecność,5
1TMR,2024-01-10,nieobecność,4
1TMR,2024-02-02,spóźnienie,4
1TMR,2024-02-29,nieob. uspraw.,12
1TMR,2024-03-04,nieob. uspraw.,25
1TMR,2024-03-05,nieob. uspraw.,19
1TMR,2024-03-13,nieob. uspraw.,13
1TMR,2024-03-15,nieob. uspraw.,8
1TMR,2024-03-26,nieob. uspr. p.s.,54
1TMR,2024-03-27,obecność,110
1TMR,2024-04-11,obecność,27
1TMR,2024-04-19,nieob. uspraw.,25
1TMR,2024-04-22,obecność,142
1TMR,2024-05-14,obecność,134
1TMR,2024-05-14,nieobecność,7
1TMR,2024-05-15,spóźnienie,6
1TMR,2024-05-22,obecność,123
1TMR,2024-05-22,spóźnienie,12
1TMR,2024-05-27,nieob. uspraw.,49
1TMR,2024-06-07,nieob. uspraw.,99
1TMR,2024-06-10,obecność,85
1TMR,2024-06-11,obecność,30
1TMR,2023-09-11,spóźnienie,1
1TMR,2023-09-19,spóźnienie,1
1TMR,2023-10-02,nieobecność,4
1TMR,2023-11-13,spóźnienie,1
1TMR,2023-11-14,nieobecność,8
1TMR,2023-11-21,obecność,16
1TMR,2023-11-21,nieob. uspraw.,72
1TMR,2024-01-11,spóźnienie,3
1TMR,2024-02-01,nieobecność,8
1TMR,2024-02-05,nieob. uspraw.,9
1TMR,2024-04-24,nieob. uspraw.,16
1TMR,2024-05-09,nieobecność,11
1TMR,2024-06-13,obecność,12
1TMR,2023-09-19,nieobecność,3
1TMR,2023-11-22,nieobecność,1
1TMR,2023-11-27,nieob. uspraw.,31
1TMR,2023-11-28,nieob. uspraw.,41
1TMR,2023-12-11,nieob. uspraw.,16
1TMR,2024-03-20,obecność,4
1TMR,2024-04-11,nieobecność,5
1TMR,2023-09-29,nieob. uspraw.,24
1TMR,2023-10-04,nieobecność,2
1TMR,2023-10-09,nieob. uspraw.,23
1TMR,2023-10-10,nieob. uspraw.,23
1TMR,2023-10-12,nieob. uspraw.,6
1TMR,2023-10-16,nieobecność,2
1TMR,2023-10-24,nieobecność,8
1TMR,2023-10-30,nieobecność,7
1TMR,2023-11-13,nieobecność,2
1TMR,2023-11-20,nieobecność,1
1TMR,2023-11-29,nieob. uspraw.,13
1TMR,2023-12-06,nieob. uspraw.,9
1TMR,2023-12-08,nieob. uspraw.,32
1TMR,2023-12-12,nieob. uspraw.,14
1TMR,2023-12-20,nieob. uspraw.,16
1TMR,2024-01-02,nieobecność,1
1TMR,2024-01-08,nieob. uspraw.,12
1TMR,2024-01-30,nieob. uspraw.,8
1TMR,2024-02-08,nieob. uspraw.,18
1TMR,2024-02-12,nieobecność,2
1TMR,2024-02-15,nieob. uspraw.,14
1TMR,2024-02-22,nieobecność,2
1TMR,2024-02-26,nieobecność,13
1TMR,2024-03-11,nieob. uspr. p.s.,16
1TMR,2024-03-14,nieobecność,1
1TMR,2024-04-08,nieobecność,8
1TMR,2024-04-15,nieob. uspraw.,25
1TMR,2024-04-16,nieob. uspraw.,22
1TMR,2024-04-19,nieobecność,24
1TMR,2024-04-23,nieobecność,7
1TMR,2024-04-25,nieob. uspraw.,12
1TMR,2024-05-13,nieob. uspraw.,21
1TMR,2024-05-16,nieob. uspraw.,14
1TMR,2024-05-22,nieobecność,17
1TMR,2023-09-11,nieob. uspraw.,5
1TMR,2023-09-13,nieob. uspraw.,10
1TMR,2023-10-12,spóźnienie,2
1TMR,2023-10-25,nieobecność,7
1TMR,2023-10-31,nieobecność,5
1TMR,2023-11-14,nieob. uspraw.,6
1TMR,2023-11-16,spóźnienie,1
1TMR,2023-11-29,nieobecność,5
1TMR,2023-12-12,spóźnienie,2
1TMR,2023-12-13,nieobecność,8
1TMR,2024-01-03,nieob. uspraw.,36
1TMR,2024-01-04,nieob. uspraw.,39
1TMR,2024-01-31,nieobecność,2
1TMR,2024-02-28,nieob. uspraw.,19
1TMR,2024-03-13,nieob. uspr. p.s.,7
1TMR,2024-03-15,nieobecność,6
1TMR,2024-03-18,nieobecność,8
1TMR,2024-03-27,nieobecność,2
1TMR,2024-04-10,nieobecność,3
1TMR,2024-04-17,nieob. uspraw.,13
1TMR,2024-05-06,nieobecność,10
1TMR,2024-05-13,nieobecność,13
1TMR,2023-09-12,nieob. uspraw.,14
1TMR,2023-10-03,nieob. uspraw.,9
1TMR,2023-10-10,nieob. uspr. p.s.,6
1TMR,2023-10-23,nieob. uspraw.,8
1TMR,2023-10-26,nieob. uspraw.,6
1TMR,2023-11-09,nieob. uspraw.,6
1TMR,2023-11-24,nieob. uspraw.,15
1TMR,2024-03-07,nieob. uspraw.,31
1TMR,2024-03-15,spóźnienie,1
1TMR,2024-03-18,nieob. uspraw.,24
1TMR,2024-04-09,nieob. uspraw.,20
1TMR,2024-04-10,nieob. uspraw.,32
1TMR,2023-09-22,nieob. uspraw.,4
1TMR,2023-09-22,obecność,7
1TMR,2023-09-25,nieob. uspraw.,19
1TMR,2023-09-25,spóźnienie,1
1TMR,2023-10-17,nieobecność,1
1TMR,2023-11-07,nieobecność,2
1TMR,2023-09-08,nieob. uspraw.,8
1TMR,2023-10-09,spóźnienie,2
1TMR,2023-10-16,nieob. uspraw.,14
1TMR,2023-10-30,nieob. uspraw.,16
1TMR,2023-11-23,spóźn. uspr.,1
1TMR,2024-02-01,spóźn. uspr.,1
1TMR,2024-02-19,spóźnienie,1
1TMR,2024-02-20,spóźnienie,1
1TMR,2024-03-27,spóźnienie,2
1TMR,2024-04-03,nieobecność,3
1TMR,2024-04-05,nieob. uspraw.,16
1TMR,2024-04-11,spóźnienie,3
1TMR,2024-04-23,nieob. uspraw.,13
1TMR,2024-05-20,nieobecność,4
1TMR,2024-05-23,nieobecność,1
1TMR,2024-06-04,spóźnienie,4
1TMR,2024-06-06,spóźnienie,1
1TMR,2023-09-28,nieob. uspraw.,12
1TMR,2024-02-21,nieob. uspraw.,21
1TMR,2024-02-22,nieob. uspraw.,7
1TMR,2024-03-25,nieob. uspraw.,5
1TMR,2024-04-03,nieob. uspraw.,16
1TMR,2024-04-18,nieob. uspraw.,3
1TMR,2024-06-20,obecność,7
1TMR,2023-11-08,nieobecność,2
1TMR,2023-12-18,nieobecność,3
1TMR,2024-01-29,nieob. uspraw.,16
1TMR,2024-03-04,nieobecność,2
1TMR,2024-04-17,nieobecność,1
1TMR,2024-06-18,obecność,6
1TMR,2023-11-27,nieobecność,1
1TMR,2024-03-19,nieob. uspraw.,23
1TMR,2023-09-18,zwolniony,1
1TMR,2023-09-21,nieob. uspraw.,10
1TMR,2023-09-25,nieobecność,3
1TMR,2023-10-24,nieob. uspraw.,16
1TMR,2023-11-06,nieobecność,2
1TMR,2023-11-16,nieob. uspraw.,13
1TMR,2023-11-20,nieob. uspraw.,9
1TMR,2024-01-09,nieob. uspraw.,30
1TMR,2024-02-06,nieob. uspraw.,10
1TMR,2024-02-16,nieob. uspraw.,8
1TMR,2024-02-19,nieob. uspraw.,15
1TMR,2024-02-23,nieob. uspraw.,21
1TMR,2024-03-14,nieob. uspr. p.s.,11
1TMR,2024-05-15,nieob. uspraw.,21
1TMR,2023-09-19,nieob. uspraw.,1
1TMR,2023-09-20,nieob. uspraw.,8
1TMR,2024-03-11,spóźnienie,1
1TMR,2024-03-27,nieob. uspr. p.s.,3
1TMR,2024-06-17,obecność,9
1TMR,2023-10-11,nieob. uspr. p.s.,5
1TMR,2023-10-12,nieob. uspr. p.s.,6
1TMR,2023-10-18,nieob. uspraw.,18
1TMR,2023-10-25,nieob. uspraw.,8
1TMR,2023-11-08,nieob. uspr. p.s.,5
1TMR,2023-11-09,nieob. uspr. p.s.,6
1TMR,2023-12-20,nieobecność,5
1TMR,2024-01-08,nieob. uspr. p.s.,1
1TMR,2024-01-10,nieob. uspr. p.s.,1
1TMR,2024-01-11,nieob. uspr. p.s.,3
1TMR,2024-02-02,nieob. uspr. p.s.,1
1TMR,2024-02-13,spóźn. uspr.,1
1TMR,2024-02-19,nieob. uspr. p.s.,1
1TMR,2024-02-21,zwolniony,1
1TMR,2024-02-22,nieob. uspr. p.s.,2
1TMR,2024-03-07,nieob. uspr. p.s.,1
1TMR,2024-03-12,nieob. uspr. p.s.,4
1TMR,2024-03-19,nieob. uspr. p.s.,3
1TMR,2024-03-21,obecność,5
1TMR,2024-04-15,nieob. uspr. p.s.,3
1TMR,2024-04-16,nieob. uspr. p.s.,1
1TMR,2024-04-17,nieob. uspr. p.s.,3
1TMR,2024-04-18,nieob. uspr. p.s.,1
1TMR,2024-04-22,nieob. uspr. p.s.,2
1TMR,2024-04-23,nieob. uspr. p.s.,4
1TMR,2024-04-24,nieob. uspr. p.s.,7
1TMR,2024-04-25,nieob. uspr. p.s.,6
1TMR,2024-05-06,nieob. uspr. p.s.,3
1TMR,2024-05-16,nieob. uspr. p.s.,2
1TMR,2024-05-23,nieob. uspr. p.s.,1
1TMR,2024-06-05,spóźnienie,1
1TMR,2024-06-19,obecność,6
1TMR,2024-06-20,nieob. uspr. p.s.,3
1TMR,2024-02-26,nieob. uspraw.,16
1TMR,2024-02-27,nieob. uspraw.,24
1TMR,2024-03-19,nieobecność,2
1TMR,2023-09-15,nieob. uspraw.,16
1TMR,2023-11-09,nieobecność,1
1TMR,2023-12-01,nieob. uspraw.,7
1TMR,2023-12-04,nieob. uspr. p.s.,1
1TMR,2024-05-06,nieob. uspraw.,7
1TMR,2024-06-03,spóźnienie,1
1TMR,2023-09-27,nieob. uspraw.,10
1TMR,2024-01-29,nieobecność,1
1TMR,2024-04-16,nieobecność,2
1TMR,2024-04-25,nieobecność,8
1TMR,2024-05-10,obecność,2
1TMR,2023-11-23,spóźnienie,1
1TMR,2024-01-30,nieobecność,2
1TMR,2024-02-01,spóźnienie,1
1TMR,2024-02-13,spóźnienie,1
1TMR,2024-03-13,spóźnienie,1
1TMR,2024-04-12,nieob. uspr. p.s.,8
1TMR,2024-04-15,spóźnienie,1
1TMR,2024-04-16,spóźnienie,2
1TMR,2024-05-08,nieobecność,10
1TMR,2024-05-13,spóźnienie,1
1TMR,2023-10-02,nieob. uspraw.,8
1TMR,2024-05-15,nieobecność,1
1TMR,2024-02-27,nieobecność,2
1TMR,2024-03-11,nieob. uspraw.,8
1TMR,2024-04-24,nieobecność,2
1TMR,2024-06-14,obecność,7
1TMR,2023-09-18,nieob. uspraw.,2
1TMR,2023-09-27,spóźnienie,1
1TMR,2023-10-05,nieob. uspraw.,6
1TMR,2023-11-10,nieobecność,8
1TMR,2023-11-28,nieobecność,1
1TMR,2023-12-14,spóźnienie,1
1TMR,2024-02-14,nieobecność,2
1TMR,2024-02-19,nieobecność,1
1TMR,2024-02-29,nieobecność,2
1TMR,2024-03-12,nieobecność,8
1TMR,2024-03-14,nieob. uspraw.,7
1TMR,2024-03-25,nieobecność,1
1TMR,2024-04-12,nieobecność,1
1TMR,2024-05-27,spóźnienie,1
1TR,2023-09-04,obecność,176
1TR,2023-09-05,nieob. uspraw.,8
1TR,2023-09-05,obecność,181
1TR,2023-09-06,obecność,172
1TR,2023-09-07,obecność,184
1TR,2023-09-08,obecność,174
1TR,2023-09-11,obecność,164
1TR,2023-09-11,nieob. uspraw.,18
1TR,2023-09-12,obecność,150
1TR,2023-09-13,obecność,130
1TR,2023-09-14,obecność,152
1TR,2023-09-15,obecność,170
1TR,2023-09-18,obecność,139
1TR,2023-09-18,nieob. uspraw.,15
1TR,2023-09-19,obecność,158
1TR,2023-09-20,obecność,139
1TR,2023-09-21,obecność,140
1TR,2023-09-22,nieob. uspraw.,137
1TR,2023-09-25,obecność,175
1TR,2023-09-26,obecność,156
1TR,2023-09-27,obecność,164
1TR,2023-09-28,obecność,134
1TR,2023-09-29,nieob. uspraw.,51
1TR,2023-09-29,obecność,131
1TR,2023-10-02,spóźnienie,4
1TR,2023-10-02,obecność,161
1TR,2023-10-02,nieob. uspraw.,9
1TR,2023-10-03,nieob. uspraw.,19
1TR,2023-10-04,obecność,162
1TR,2023-10-05,obecność,161
1TR,2023-10-06,obecność,154
1TR,2023-10-09,obecność,123
1TR,2023-10-09,zwolniony,3
1TR,2023-10-10,obecność,169
1TR,2023-10-11,obecność,164
1TR,2023-10-12,obecność,158
1TR,2023-10-16,obecność,183
1TR,2023-10-16,nieob. uspraw.,9
1TR,2023-10-17,obecność,175
1TR,2023-10-18,obecność,164
1TR,2023-10-19,obecność,146
1TR,2023-10-20,obecność,107
1TR,2023-10-20,nieob. uspr. p.s.,19
1TR,2023-10-23,obecność,169
1TR,2023-10-24,nieob. uspraw.,24
1TR,2023-10-24,obecność,158
1TR,2023-10-25,obecność,122
1TR,2023-10-26,obecność,130
1TR,2023-10-27,obecność,144
1TR,2023-10-27,nieob. uspraw.,37
1TR,2023-10-30,obecność,155
1TR,2023-10-31,nieob. uspraw.,112
1TR,2023-11-02,obecność,116
1TR,2023-11-03,obecność,112
1TR,2023-11-03,nieob. uspraw.,60
1TR,2023-11-06,obecność,169
1TR,2023-11-07,obecność,164
1TR,2023-11-08,obecność,162
1TR,2023-11-09,obecność,157
1TR,2023-11-10,obecność,147
1TR,2023-11-13,obecność,149
1TR,2023-11-14,obecność,163
1TR,2023-11-15,obecność,162
1TR,2023-11-16,nieob. uspraw.,36
1TR,2023-11-17,obecność,122
1TR,2023-11-20,obecność,155
1TR,2023-11-21,nieob. uspraw.,22
1TR,2023-11-21,spóźnienie,1
1TR,2023-11-21,obecność,131
1TR,2023-11-22,obecność,136
1TR,2023-11-23,nieob. uspraw.,109
1TR,2023-11-24,obecność,150
1TR,2023-11-27,obecność,156
1TR,2023-11-28,obecność,139
1TR,2023-11-29,obecność,130
1TR,2023-11-30,obecność,107
1TR,2023-12-01,obecność,128
1TR,2023-12-04,obecność,91
1TR,2023-12-04,nieob. uspraw.,37
1TR,2023-12-05,obecność,124
1TR,2023-12-05,nieob. uspraw.,49
1TR,2023-12-06,obecność,118
1TR,2023-12-07,obecność,123
1TR,2023-12-08,obecność,159
1TR,2023-12-11,obecność,163
1TR,2023-12-12,obecność,118
1TR,2023-12-13,obecność,136
1TR,2023-12-14,obecność,118
1TR,2023-12-15,obecność,152
1TR,2023-12-18,obecność,128
1TR,2023-12-19,obecność,144
1TR,2023-12-20,obecność,85
1TR,2023-12-20,nieob. uspraw.,64
1TR,2023-12-21,obecność,145
1TR,2024-01-02,obecność,113
1TR,2024-01-02,nieobecność,6
1TR,2024-01-03,obecność,172
1TR,2024-01-04,obecność,148
1TR,2024-01-05,obecność,132
1TR,2024-01-08,obecność,111
1TR,2024-01-09,obecność,118
1TR,2024-01-10,obecność,143
1TR,2024-01-11,obecność,148
1TR,2024-01-12,obecność,96
1TR,2024-01-12,nieob. uspraw.,55
1TR,2024-01-29,obecność,161
1TR,2024-01-30,obecność,156
1TR,2024-01-31,obecność,143
1TR,2024-02-01,obecność,131
1TR,2024-02-02,obecność,139
1TR,2024-02-05,nieob. uspraw.,19
1TR,2024-02-05,obecność,145
1TR,2024-02-06,obecność,136
1TR,2024-02-06,nieob. uspraw.,28
1TR,2024-02-07,obecność,143
1TR,2024-02-08,obecność,126
1TR,2024-02-09,nieob. uspraw.,111
1TR,2024-02-12,obecność,146
1TR,2024-02-12,nieob. uspraw.,21
1TR,2024-02-13,obecność,149
1TR,2024-02-14,obecność,85
1TR,2024-02-15,obecność,130
1TR,2024-02-15,nieob. uspraw.,38
1TR,2024-02-16,obecność,131
1TR,2024-02-16,nieob. uspraw.,29
1TR,2024-02-19,obecność,139
1TR,2024-02-20,nieob. uspraw.,101
1TR,2024-02-20,obecność,67
1TR,2024-02-21,obecność,126
1TR,2024-02-22,obecność,141
1TR,2024-02-23,obecność,130
1TR,2024-02-26,obecność,153
1TR,2024-02-27,obecność,141
1TR,2024-02-28,obecność,131
1TR,2024-02-29,obecność,169
1TR,2024-02-29,nieob. uspraw.,7
1TR,2024-03-01,nieob. uspraw.,43
1TR,2024-03-04,obecność,146
1TR,2024-03-04,nieob. uspraw.,29
1TR,2024-03-05,obecność,140
1TR,2024-03-06,obecność,143
1TR,2024-03-07,obecność,113
1TR,2024-03-07,nieob. uspraw.,41
1TR,2024-03-08,obecność,135
1TR,2024-03-08,nieob. uspraw.,26
1TR,2024-03-11,obecność,152
1TR,2024-03-11,nieob. uspraw.,24
1TR,2024-03-12,obecność,164
1TR,2024-03-12,nieob. uspraw.,11
1TR,2024-03-13,obecność,133
1TR,2024-03-13,nieob. uspr. p.s.,2
1TR,2024-03-14,obecność,124
1TR,2024-03-15,obecność,96
1TR,2024-03-18,obecność,153
1TR,2024-03-18,nieob. uspraw.,23
1TR,2024-03-19,obecność,160
1TR,2024-03-20,obecność,101
1TR,2024-03-21,obecność,23
1TR,2024-03-22,nieob. uspr. p.s.,70
1TR,2024-03-25,obecność,155
1TR,2024-03-25,nieob. uspraw.,19
1TR,2024-03-26,nieob. uspr. p.s.,56
1TR,2024-03-27,spóźnienie,1
1TR,2024-03-27,obecność,153
