uczen_id,Dziennik,semestr,wszystkich,nieobecnych
F4A043FB46,3TŻ,I,622,195
F4A043FB46,3TŻ,II,490,177
2156D0BBCA,3TŻ,I,622,164
2156D0BBCA,3TŻ,II,490,198
6C519C7383,3TŻ,I,622,185
6C519C7383,3TŻ,II,490,219
FEE9305EE8,3TŻ,I,622,319
FEE9305EE8,3TŻ,II,490,233
994C98B017,3TŻ,I,622,99
994C98B017,3TŻ,II,490,112
0D4CB53859,3TŻ,I,622,93
0D4CB53859,3TŻ,II,490,79
7089F7F9F9,4TRM,I,604,291
7089F7F9F9,4TRM,II,334,198
A01C564803,4TRM,I,604,258
A01C564803,4TRM,II,334,117
A063112131,4TRM,I,604,170
A063112131,4TRM,II,334,125
CF3C47B9DD,4TRM,I,545,219
CF3C47B9DD,4TRM,II,335,214
CA42DF31B5,4TRM,I,604,167
CA42DF31B5,4TRM,II,334,128
74F2BFDEC5,4TRM,I,604,203
74F2BFDEC5,4TRM,II,334,112
10FEB95376,4TRM,I,545,216
10FEB95376,4TRM,II,335,169
1FD8036CC2,4TRM,I,545,140
1FD8036CC2,4TRM,II,335,150
94255F7902,4TRM,I,545,261
94255F7902,4TRM,II,335,200
257D09CDC9,4TRM,I,604,150
257D09CDC9,4TRM,II,334,113
8056F5B3A4,4TRM,I,545,104
8056F5B3A4,4TRM,II,335,145
AF3BC7449A,4TRM,I,604,153
AF3BC7449A,4TRM,II,334,121
58F496ACD6,4TRM,I,604,157
58F496ACD6,4TRM,II,334,117
D1F55192B4,4TRM,I,604,180
D1F55192B4,4TRM,II,334,130
015241F2DD,4TRM,I,604,130
015241F2DD,4TRM,II,334,110
56241B269D,4TRM,I,545,65
56241B269D,4TRM,II,335,95
2E1A037143,4TRM,I,545,98
2E1A037143,4TRM,II,335,127
9FE4F61582,4TRM,I,545,157
9FE4F61582,4TRM,II,335,171
2B1A550806,4TRM,I,604,217
2B1A550806,4TRM,II,334,128
A050011BBD,4TRM,I,604,123
A050011BBD,4TRM,II,334,129
A9D3790D80,4TRM,I,545,201
A9D3790D80,4TRM,II,335,166
3FB3605883,4TRM,I,604,197
3FB3605883,4TRM,II,334,114
2CE8F40068,4TRM,I,604,250
2CE8F40068,4TRM,II,334,190
AC22054AD6,4TRM,I,604,242
AC22054AD6,4TRM,II,334,138
D434B53014,4TRM,I,604,95
D434B53014,4TRM,II,334,109
E9019AADC3,4TŻ,I,585,228
E9019AADC3,4TŻ,II,356,139
788E54FCBB,4TŻ,I,592,51
788E54FCBB,4TŻ,II,356,76
3391182E41,4TŻ,I,559,68
3391182E41,4TŻ,II,341,106
98F74E64FC,4TŻ,I,592,70
98F74E64FC,4TŻ,II,356,64
0B18314160,4TŻ,I,592,234
0B18314160,4TŻ,II,356,120
75806C1BE8,4TŻ,I,585,283
75806C1BE8,4TŻ,II,356,222
520D60BB38,4TŻ,I,592,136
520D60BB38,4TŻ,II,356,142
8737C252C9,4TŻ,I,592,106
8737C252C9,4TŻ,II,356,83
CC60CF4F40,4TŻ,I,592,85
CC60CF4F40,4TŻ,II,356,91
BF0CAC2A2B,4TŻ,I,592,110
BF0CAC2A2B,4TŻ,II,356,76
E7B255333C,4TŻ,I,592,31
E7B255333C,4TŻ,II,356,72
291C4FDA99,4TŻ,I,592,31
291C4FDA99,4TŻ,II,356,63
41C0AB41BD,4TŻ,I,585,194
41C0AB41BD,4TŻ,II,356,143
A5E4246882,4TŻ,I,592,56
A5E4246882,4TŻ,II,356,93
30DF6A76FA,4TŻ,I,592,21
30DF6A76FA,4TŻ,II,356,67
369DB789E2,4TŻ,I,592,408
369DB789E2,4TŻ,II,173,173
348980F580,4TŻ,I,592,195
348980F580,4TŻ,II,356,79
5D319672F5,4TŻ,I,592,182
5D319672F5,4TŻ,II,356,183
1DF08397A3,4TŻ,I,592,133
1DF08397A3,4TŻ,II,356,104
E07E97C06C,4TŻ,I,592,39
E07E97C06C,4TŻ,II,356,66
DA41FA6CC6,1RŻ5,I,653,155
DA41FA6CC6,1RŻ5,II,611,132
F54B1333DB,1RŻ5,I,653,89
F54B1333DB,1RŻ5,II,611,129
0490095064,1RŻ5,I,630,64
0490095064,1RŻ5,II,579,74
E50314B097,1RŻ5,I,653,24
E50314B097,1RŻ5,II,611,61
7BE43D717C,1RŻ5,I,649,172
7BE43D717C,1RŻ5,II,611,113
B09CA92364,1RŻ5,I,649,6
B09CA92364,1RŻ5,II,611,33
DE218F00E2,1RŻ5,I,649,10
DE218F00E2,1RŻ5,II,611,142
2BA49A7C8B,1RŻ5,I,649,18
2BA49A7C8B,1RŻ5,II,611,59
77BCAF0666,1RŻ5,I,661,332
77BCAF0666,1RŻ5,II,611,512
364AC08BBB,1RŻ5,I,661,121
364AC08BBB,1RŻ5,II,611,146
66502486E7,1RŻ5,I,641,159
66502486E7,1RŻ5,II,611,212
710C25351D,1RŻ5,I,649,66
710C25351D,1RŻ5,II,611,122
462B7DB5AC,1RŻ5,I,649,22
462B7DB5AC,1RŻ5,II,611,101
4E6BB3D870,1RŻ5,I,653,121
4E6BB3D870,1RŻ5,II,611,142
A6CF67BD9C,1RŻ5,I,649,132
A6CF67BD9C,1RŻ5,II,611,123
68AE683B15,1RŻ5,I,641,10
68AE683B15,1RŻ5,II,589,110
4320458CF7,1RŻ5,I,653,170
4320458CF7,1RŻ5,II,611,261
4A5260C8A8,1RŻ5,I,649,72
4A5260C8A8,1RŻ5,II,611,150
AAFB3DEEC6,1RŻ5,I,661,139
AAFB3DEEC6,1RŻ5,II,611,118
4C8E4F7251,1RŻ5,I,148,34
BA84B0307B,1RŻ5,I,649,39
BA84B0307B,1RŻ5,II,611,139
24D99A2B7A,1RŻ5,I,649,75
24D99A2B7A,1RŻ5,II,611,192
0CD2C2F095,1RŻ5,I,661,55
0CD2C2F095,1RŻ5,II,611,125
0CE48860EC,1RŻ5,I,619,138
0CE48860EC,1RŻ5,II,579,199
EDBFEDF588,1RŻ5,I,653,87
EDBFEDF588,1RŻ5,II,611,106
A33AD07A65,1RŻ5,I,547,47
A33AD07A65,1RŻ5,II,611,76
2FCEEB36B4,1RŻ5,I,633,104
2FCEEB36B4,1RŻ5,II,579,259
148C0370A4,1RŻ5,I,661,27
148C0370A4,1RŻ5,II,611,97
2EBEDF82B0,1TM5,I,666,85
2EBEDF82B0,1TM5,II,610,101
5C6CD666D0,1TM5,I,666,89
5C6CD666D0,1TM5,II,610,134
880D7072AF,1TM5,I,666,127
880D7072AF,1TM5,II,610,102
61570FA665,1TM5,I,666,84
61570FA665,1TM5,II,610,74
22632D84EA,1TM5,I,666,82
22632D84EA,1TM5,II,610,131
03B870C824,1TM5,I,666,106
03B870C824,1TM5,II,610,66
0748FBFDF1,1TM5,I,666,131
0748FBFDF1,1TM5,II,610,126
D00D53FBB5,1TM5,I,666,108
D00D53FBB5,1TM5,II,610,139
9ADFEF334F,1TM5,I,666,83
9ADFEF334F,1TM5,II,610,65
C7B1ECD44B,1TM5,I,666,147
C7B1ECD44B,1TM5,II,610,128
3E20351F69,1TM5,I,666,110
3E20351F69,1TM5,II,610,133
7401216D63,1TM5,I,667,68
7401216D63,1TM5,II,611,93
70D1C5E5D0,1TM5,I,667,80
70D1C5E5D0,1TM5,II,611,80
B46655A1FC,1TM5,I,667,37
B46655A1FC,1TM5,II,611,20
9E8DAA8C13,1TM5,I,667,139
9E8DAA8C13,1TM5,II,611,134
4AFFD105F3,1TM5,I,667,159
4AFFD105F3,1TM5,II,611,134
ADDA34429D,1TM5,I,667,245
ADDA34429D,1TM5,II,611,250
BB6E69215D,1TM5,I,667,114
BB6E69215D,1TM5,II,611,102
B32B6054AC,1TM5,I,667,42
B32B6054AC,1TM5,II,611,115
FCA47D9B1F,1TM5,I,667,52
FCA47D9B1F,1TM5,II,611,58
AE5812FBE6,1TM5,I,667,130
AE5812FBE6,1TM5,II,611,117
59151983BF,1TM5,I,667,161
59151983BF,1TM5,II,611,136
C96A7542B5,1TM5,I,667,67
C96A7542B5,1TM5,II,611,89
B4C93EDD81,1TW5,I,660,155
B4C93EDD81,1TW5,II,603,144
248AC7111A,1TW5,I,660,65
248AC7111A,1TW5,II,603,88
0656150466,1TW5,I,660,99
0656150466,1TW5,II,603,160
B70D910674,1TW5,I,660,96
B70D910674,1TW5,II,603,120
61A03F2675,1TW5,I,660,88
61A03F2675,1TW5,II,603,129
18B645D5CA,1TW5,I,660,53
18B645D5CA,1TW5,II,603,53
FFCC9F97F3,1TW5,I,660,67
FFCC9F97F3,1TW5,II,603,78
CCA3BB568F,1TW5,I,637,23
CCA3BB568F,1TW5,II,570,110
33C5CA820C,1TW5,I,660,162
33C5CA820C,1TW5,II,603,213
165732F5D0,1TW5,I,660,232
165732F5D0,1TW5,II,605,192
B4D7441CB9,1TW5,I,660,113
B4D7441CB9,1TW5,II,603,138
75ABBFEA09,1TW5,I,660,205
75ABBFEA09,1TW5,II,603,221
28ACFEDFE8,1TW5,I,637,45
28ACFEDFE8,1TW5,II,542,51
CB69E274F4,1TW5,I,523,40
CB69E274F4,1TW5,II,465,88
8BC40F0707,1TW5,I,660,1
8BC40F0707,1TW5,II,597,95
1E452F8B76,1TW5,I,660,117
1E452F8B76,1TW5,II,597,93
FD77904472,1TW5,I,660,37
FD77904472,1TW5,II,599,129
49DA0EE07B,1TW5,I,637,142
49DA0EE07B,1TW5,II,564,206
560FDC2DD7,1TW5,I,637,190
560FDC2DD7,1TW5,II,566,319
02A96D4364,1TW5,I,637,136
02A96D4364,1TW5,II,564,115
233DC37A1E,1TW5,I,660,24
233DC37A1E,1TW5,II,597,57
D88AD7F31B,1TW5,I,637,65
D88AD7F31B,1TW5,II,564,140
571C54E9D3,1TW5,I,660,56
571C54E9D3,1TW5,II,597,166
68E4E95E90,1TW5,I,660,128
68E4E95E90,1TW5,II,597,177
69B1AB95F7,2TM5,I,548,111
69B1AB95F7,2TM5,II,465,25
A2B9CCBA47,2TM5,I,651,207
A2B9CCBA47,2TM5,II,570,187
FECF8CE156,2TM5,I,573,72
FECF8CE156,2TM5,II,491,93
F65658C34D,2TM5,I,573,82
F65658C34D,2TM5,II,491,118
BBD752E677,2TM5,I,573,52
BBD752E677,2TM5,II,491,64
99D7E8DBE9,2TM5,I,573,118
99D7E8DBE9,2TM5,II,491,50
094EE79A92,2TM5,I,573,10
094EE79A92,2TM5,II,491,36
EA68223CB9,2TM5,I,573,195
EA68223CB9,2TM5,II,491,161
E9702359F6,2TM5,I,573,118
E9702359F6,2TM5,II,491,114
7D9306E51F,2TM5,I,573,156
7D9306E51F,2TM5,II,491,109
A4FF3FD673,2TM5,I,573,49
A4FF3FD673,2TM5,II,491,62
FE417FF3C3,2TM5,I,573,151
FE417FF3C3,2TM5,II,491,132
97EC186A2A,2TM5,I,573,81
97EC186A2A,2TM5,II,491,123
5AFBF18368,2TM5,I,573,114
5AFBF18368,2TM5,II,491,77
C05978F027,2TM5,I,573,116
C05978F027,2TM5,II,491,133
6F984271FD,2TM5,I,573,137
6F984271FD,2TM5,II,491,44
4C3CEB11E6,2TM5,I,375,156
76B27B3D5C,2TM5,I,573,251
76B27B3D5C,2TM5,II,491,75
63B7A4F8BE,2TM5,I,403,178
5B124AA943,2TM5,I,573,152
5B124AA943,2TM5,II,491,172
922C6FF356,2TM5,I,573,83
922C6FF356,2TM5,II,491,82
055EE1BDCB,2TW5,I,681,131
055EE1BDCB,2TW5,II,472,159
AAB60024F5,2TW5,I,683,118
AAB60024F5,2TW5,II,474,116
210E90C9E4,2TW5,I,683,160
210E90C9E4,2TW5,II,474,167
B6F4709A1D,2TW5,I,683,145
B6F4709A1D,2TW5,II,474,74
477DE3B96F,2TW5,I,683,128
477DE3B96F,2TW5,II,474,109
DA07B49568,2TW5,I,683,137
DA07B49568,2TW5,II,474,60
617DE9606E,2TW5,I,683,86
617DE9606E,2TW5,II,474,97
C7A3D50E34,2TW5,I,683,94
C7A3D50E34,2TW5,II,474,70
5D8D20A0D2,2TW5,I,683,85
5D8D20A0D2,2TW5,II,474,105
0C450DAFF1,2TW5,I,683,209
0C450DAFF1,2TW5,II,474,139
EE75A467A8,2TW5,I,683,214
EE75A467A8,2TW5,II,474,171
0DD7ADDAF3,2TW5,I,683,112
0DD7ADDAF3,2TW5,II,474,20
E45666FE1F,2TW5,I,683,190
E45666FE1F,2TW5,II,474,123
3F0C7DC0DA,2TŻ5,I,585,129
3F0C7DC0DA,2TŻ5,II,639,181
CD95F36AEF,2TŻ5,I,585,0
CD95F36AEF,2TŻ5,II,639,27
94858C34A4,2TŻ5,I,96,27
7BEA62D88E,2TŻ5,I,585,113
7BEA62D88E,2TŻ5,II,639,162
6A5DE94F49,2TŻ5,I,585,232
6A5DE94F49,2TŻ5,II,639,229
316DDD1940,2TŻ5,I,585,113
316DDD1940,2TŻ5,II,639,239
CAA32635AA,2TŻ5,I,585,65
CAA32635AA,2TŻ5,II,639,144
F669A1508D,2TŻ5,I,585,41
F669A1508D,2TŻ5,II,639,87
1CD1A2B0B8,2TŻ5,I,585,180
1CD1A2B0B8,2TŻ5,II,639,278
53E89434AB,2TŻ5,I,585,187
53E89434AB,2TŻ5,II,639,289
65F25A395E,2TŻ5,I,585,143
65F25A395E,2TŻ5,II,639,177
B33F428A33,2TŻ5,I,585,17
B33F428A33,2TŻ5,II,639,94
D1F6555E9E,2TŻ5,I,585,100
D1F6555E9E,2TŻ5,II,639,185
B76800681B,2TŻ5,I,585,222
B76800681B,2TŻ5,II,639,276
FF65D504E1,3RŻ5,I,686,417
FF65D504E1,3RŻ5,II,326,233
79B382A97F,3RŻ5,I,581,125
79B382A97F,3RŻ5,II,508,165
14319EA7C2,3RŻ5,I,547,27
14319EA7C2,3RŻ5,II,474,65
71DE1067D6,3RŻ5,I,547,141
71DE1067D6,3RŻ5,II,474,142
C125F70583,3RŻ5,I,571,57
C125F70583,3RŻ5,II,486,135
7284E44E67,3RŻ5,I,547,244
7284E44E67,3RŻ5,II,474,197
432F9B143B,3RŻ5,I,581,37
432F9B143B,3RŻ5,II,508,85
1E12E6E73A,3RŻ5,I,571,211
1E12E6E73A,3RŻ5,II,486,119
EEF95A0E99,3RŻ5,I,581,147
EEF95A0E99,3RŻ5,II,508,264
C10892CDD0,3RŻ5,I,557,273
C10892CDD0,3RŻ5,II,496,308
AF2BA1503D,3RŻ5,I,581,82
AF2BA1503D,3RŻ5,II,508,104
C1596BA96D,3RŻ5,I,553,259
C1596BA96D,3RŻ5,II,474,168
AFDB2301D6,3RŻ5,I,547,131
AFDB2301D6,3RŻ5,II,474,146
42C6F17206,3RŻ5,I,571,162
42C6F17206,3RŻ5,II,486,130
D2339544C8,3RŻ5,I,571,191
D2339544C8,3RŻ5,II,486,254
1F159E3E9E,3RŻ5,I,557,61
1F159E3E9E,3RŻ5,II,496,71
069E18C595,3RŻ5,I,581,181
069E18C595,3RŻ5,II,508,235
699C40D03D,3RŻ5,I,557,184
699C40D03D,3RŻ5,II,474,111
5429C2BA59,3RŻ5,I,581,233
5429C2BA59,3RŻ5,II,508,195
5C24230BE6,3RŻ5,I,581,108
5C24230BE6,3RŻ5,II,508,159
30BBB22CB7,3RŻ5,I,547,148
30BBB22CB7,3RŻ5,II,474,177
54C1680A6B,3RŻ5,I,571,96
54C1680A6B,3RŻ5,II,486,172
6419522A82,3RŻ5,I,557,165
6419522A82,3RŻ5,II,496,189
933047F475,3RŻ5,I,581,122
933047F475,3RŻ5,II,508,180
8DBEC938B6,3RŻ5,I,571,54
8DBEC938B6,3RŻ5,II,486,133
03697CB742,3RŻ5,I,571,128
03697CB742,3RŻ5,II,486,128
702D690EDF,3RŻ5,I,581,267
702D690EDF,3RŻ5,II,508,290
7276FFBF4E,3RŻ5,I,581,85
7276FFBF4E,3RŻ5,II,508,156
0023EFDB2E,3RŻ5,I,571,119
0023EFDB2E,3RŻ5,II,486,116
CDFF9623C2,3RŻ5,I,581,149
CDFF9623C2,3RŻ5,II,508,197
2935D10308,3TM5,I,611,80
2935D10308,3TM5,II,514,132
D1042AD297,3TM5,I,611,185
D1042AD297,3TM5,II,514,168
981DF823A3,3TM5,I,611,42
981DF823A3,3TM5,II,514,59
ACB36E88F0,3TM5,I,611,12
ACB36E88F0,3TM5,II,514,37
E17A875CD9,3TM5,I,611,162
E17A875CD9,3TM5,II,514,251
7E6CEEF3DC,3TM5,I,611,71
7E6CEEF3DC,3TM5,II,514,122
478A24481E,3TM5,I,611,62
478A24481E,3TM5,II,514,134
95F89069D2,3TM5,I,611,185
95F89069D2,3TM5,II,514,149
4308B57EDC,3TM5,I,611,108
4308B57EDC,3TM5,II,514,187
ED3D18923C,3TM5,I,611,160
ED3D18923C,3TM5,II,514,165
2F536A29DF,3TM5,I,611,267
2F536A29DF,3TM5,II,514,274
ED1D9CC0A8,3TM5,I,611,107
ED1D9CC0A8,3TM5,II,514,142
2CC79D8095,3TM5,I,611,40
2CC79D8095,3TM5,II,514,99
02DD9750C3,3TM5,I,611,34
02DD9750C3,3TM5,II,514,94
2A67A029B7,3TM5,I,611,188
2A67A029B7,3TM5,II,514,181
0D08F75B41,3TM5,I,611,133
0D08F75B41,3TM5,II,514,162
2D31E81106,3TM5,I,611,97
2D31E81106,3TM5,II,514,118
89918C41A8,3TM5,I,611,40
89918C41A8,3TM5,II,514,98
77A84704B2,3TM5,I,611,121
77A84704B2,3TM5,II,514,187
E340CA8D80,3TM5,I,611,150
E340CA8D80,3TM5,II,514,151
3EEA072A53,3TM5,I,611,214
3EEA072A53,3TM5,II,514,190
A055A48265,3TM5,I,611,126
A055A48265,3TM5,II,514,147
EE908F587C,1M,I,589,165
EE908F587C,1M,II,547,162
DD78E090BB,1M,I,589,64
DD78E090BB,1M,II,547,125
23B466CB9C,1M,I,589,96
23B466CB9C,1M,II,547,73
DA27AACFA2,1M,I,589,120
DA27AACFA2,1M,II,547,105
798DC9DE87,1M,I,589,90
798DC9DE87,1M,II,547,86
A32EE5D48C,1M,II,358,75
4C878E2137,1M,I,589,67
4C878E2137,1M,II,547,49
576D777D09,1M,I,589,27
576D777D09,1M,II,547,66
F70FE5F380,1M,I,589,90
F70FE5F380,1M,II,547,97
AAD0D74132,1M,I,589,171
AAD0D74132,1M,II,547,211
6D2F52EE76,1M,I,589,138
6D2F52EE76,1M,II,547,171
17344874FB,1M,I,589,125
17344874FB,1M,II,547,138
1353AF652A,1M,I,589,268
1353AF652A,1M,II,547,180
2F76542913,1M,I,589,107
2F76542913,1M,II,547,153
50F2073D82,1M,I,589,84
50F2073D82,1M,II,547,167
EAB7582532,1M,I,589,115
EAB7582532,1M,II,547,156
2072B8A93F,2M,I,619,360
2072B8A93F,2M,II,564,326
7AC8AB8A05,2M,I,619,100
7AC8AB8A05,2M,II,564,118
27505A1520,2M,I,619,253
27505A1520,2M,II,564,266
2749F8FF3A,2M,I,619,111
2749F8FF3A,2M,II,564,213
F4A86127E1,2M,I,619,43
F4A86127E1,2M,II,564,122
FED285A429,2M,I,619,144
FED285A429,2M,II,564,226
08B5634E90,2M,I,619,63
08B5634E90,2M,II,564,168
5FF9AC7EA8,2M,I,619,139
5FF9AC7EA8,2M,II,564,170
B2A1CAF44C,2M,I,620,88
B2A1CAF44C,2M,II,564,189
C86788ACA3,2M,I,619,164
C86788ACA3,2M,II,564,168
C1F755A6E5,2M,I,619,450
C1F755A6E5,2M,II,564,534
EB0C6FBCBF,2M,I,619,462
EB0C6FBCBF,2M,II,564,536
5BC6EDC0F8,2M,I,193,77
5BC6EDC0F8,2M,II,564,332
755B2B8872,2M,I,619,134
755B2B8872,2M,II,564,201
3D708695C3,2M,I,161,61
3D708695C3,2M,II,564,289
91AD19B797,2M,I,619,86
91AD19B797,2M,II,564,173
9BEA0E0751,3MK,I,237,13
9BEA0E0751,3MK,II,230,32
3B160D52C1,3MK,I,626,123
3B160D52C1,3MK,II,568,262
421106620E,3MK,I,626,118
421106620E,3MK,II,567,173
088F68FF6F,3MK,I,626,177
088F68FF6F,3MK,II,568,214
7724A35D33,3MK,I,626,224
7724A35D33,3MK,II,568,237
AE83FBCE6C,3MK,I,626,232
AE83FBCE6C,3MK,II,568,224
BAEBBD0670,3MK,I,237,67
BAEBBD0670,3MK,II,230,84
4774F13C22,3MK,I,237,52
4774F13C22,3MK,II,230,113
0A24F61788,3MK,I,237,160
0A24F61788,3MK,II,230,209
A9A6A50612,3MK,I,626,173
A9A6A50612,3MK,II,568,189
9267F1FBF2,3MK,I,237,105
9267F1FBF2,3MK,II,230,111
5775A823FA,3MK,I,237,59
5775A823FA,3MK,II,230,61
2C50C889E2,3MK,I,237,35
2C50C889E2,3MK,II,230,83
16C4EB5A2F,3MK,I,626,178
16C4EB5A2F,3MK,II,568,235
89EB038FD3,3MK,I,237,193
89EB038FD3,3MK,II,230,103
F80D3A9DDE,3MK,I,626,84
F80D3A9DDE,3MK,II,568,152
DC95F13DF8,3MK,I,626,181
DC95F13DF8,3MK,II,567,187
D865EBCDD5,3MK,I,626,177
D865EBCDD5,3MK,II,568,287
486C5794AF,3MK,I,626,246
486C5794AF,3MK,II,568,272
6C19BA77DD,3MK,I,237,81
6C19BA77DD,3MK,II,230,80
B2165FD968,3MK,I,626,106
B2165FD968,3MK,II,568,269
BAEF2201A9,3MK,I,237,64
BAEF2201A9,3MK,II,230,86
05A142B6F6,3MK,I,626,580
05A142B6F6,3MK,II,568,532
